carat,cut,color,clarity,depth,table,price,x,y,z,price_per_carat,price_per_carat_is_high
2.15,Premium,H,SI2,62.2,56.0,21054.020000000004,8.29,8.2,5.13,5794.418604651163,1
1.58,Very Good,H,VVS2,60.9,58.0,21055.710000000003,7.56,7.65,4.63,7885.443037974683,1
1.53,Ideal,H,VS1,61.3,57.0,21055.710000000003,7.38,7.41,4.53,8143.137254901961,1
1.51,Ideal,F,SI1,62.3,57.0,21055.710000000003,7.33,7.3,4.56,8250.993377483444,1
1.39,Ideal,G,VVS2,61.4,54.0,21060.780000000002,7.22,7.3,4.44,8965.46762589928,1
1.28,Ideal,E,VS1,62.2,55.0,21065.850000000002,6.94,6.99,4.33,9738.28125,1
1.5,Ideal,F,SI1,62.0,60.0,21067.54,7.32,7.29,4.53,8310.666666666666,1
1.6,Good,E,SI1,63.6,58.0,21069.23,7.38,7.44,4.71,7791.875,1
1.3,Ideal,G,IF,62.3,56.0,21069.23,6.95,6.99,4.34,9590.0,1
1.5,Ideal,G,VS2,62.6,56.0,21070.920000000002,7.3,7.26,4.56,8312.0,1
2.4,Ideal,J,SI1,62.0,57.0,21070.920000000002,8.53,8.47,5.27,5195.0,1
1.5,Very Good,E,VS2,59.4,62.0,21081.06,7.4,7.48,4.42,8316.0,1
1.52,Ideal,F,SI1,61.5,55.0,21086.13,7.44,7.41,4.57,8208.552631578947,1
1.58,Very Good,H,VS1,60.3,62.0,21096.270000000004,7.53,7.57,4.55,7900.632911392405,1
2.02,Ideal,H,SI2,62.1,56.0,21099.65,8.13,8.09,5.04,6180.693069306931,1
1.51,Good,G,VS1,63.1,55.0,21106.41,7.3,7.34,4.62,8270.860927152318,1
1.51,Good,E,SI1,63.6,56.0,21108.100000000002,7.34,7.23,4.63,8271.523178807947,1
1.83,Premium,E,SI2,62.0,57.0,21111.48,7.89,7.81,4.87,6826.229508196721,1
2.03,Premium,J,SI1,60.1,58.0,21111.48,8.26,8.21,4.95,6153.694581280789,1
1.71,Very Good,H,VS2,58.8,60.0,21113.170000000002,7.8,7.85,4.6,7305.847953216375,1
1.36,Ideal,F,VVS2,61.6,56.0,21114.86,7.08,7.17,4.39,9186.764705882353,1
2.1,Premium,J,SI2,59.1,58.0,21114.86,8.46,8.4,4.98,5949.523809523809,1
1.65,Ideal,I,VS2,61.5,57.0,21116.55,7.59,7.65,4.69,7572.727272727273,1
1.52,Premium,G,VVS1,62.7,59.0,21121.620000000003,7.32,7.35,4.6,8222.368421052632,1
1.53,Premium,E,SI1,62.6,57.0,21123.31,7.41,7.25,4.59,8169.281045751633,1
2.3,Premium,J,SI1,59.6,59.0,21123.31,8.61,8.56,5.12,5434.347826086957,1
1.53,Premium,E,SI1,60.8,60.0,21123.31,7.51,7.43,4.54,8169.281045751633,1
2.58,Fair,F,SI2,65.2,59.0,21125.0,8.58,8.51,5.57,4844.961240310077,1
1.52,Premium,D,SI1,60.2,58.0,21128.38,7.49,7.46,4.5,8225.0,1
1.57,Ideal,G,VS2,62.7,55.0,21135.140000000003,7.42,7.49,4.68,7965.605095541401,1
2.22,Fair,G,SI2,64.4,58.0,21138.520000000004,8.32,8.15,5.3,5634.234234234234,1
1.72,Premium,I,VVS2,62.7,58.0,21140.210000000003,7.6,7.54,4.75,7272.674418604652,1
1.58,Premium,F,SI1,61.4,61.0,21145.280000000002,7.48,7.45,4.58,7918.987341772152,1
2.05,Very Good,G,SI1,63.4,58.0,21150.350000000002,8.03,7.96,5.07,6104.878048780488,1
2.0,Premium,G,SI2,59.1,59.0,21160.49,8.2,8.14,4.83,6260.5,1
1.54,Premium,G,VS2,59.8,58.0,21162.18,7.45,7.49,4.47,8131.168831168831,1
1.5,Very Good,F,VS2,61.3,58.0,21168.940000000002,7.24,7.29,4.45,8350.666666666666,1
1.75,Premium,I,VS1,60.6,60.0,21174.010000000002,7.84,7.8,4.74,7159.428571428572,1
1.58,Premium,G,VS1,62.1,59.0,21175.7,7.43,7.46,4.62,7930.379746835442,1
1.51,Premium,E,SI1,61.5,58.0,21175.7,7.33,7.38,4.52,8298.013245033113,1
1.75,Ideal,I,VS2,61.6,55.0,21177.390000000003,7.72,7.77,4.77,7160.571428571428,1
2.03,Premium,J,SI2,62.7,59.0,21177.390000000003,8.08,8.02,5.05,6172.906403940888,1
1.23,Ideal,E,VVS2,61.7,57.0,21190.91,6.85,6.91,4.25,10194.30894308943,1
1.06,Ideal,F,IF,61.9,55.0,21190.91,6.54,6.57,4.06,11829.245283018867,1
2.01,Premium,J,VS2,61.8,61.0,21194.29,8.06,7.97,4.95,6239.303482587065,1
1.62,Ideal,H,VS2,61.5,61.0,21195.98,7.53,7.48,4.62,7741.975308641975,1
1.13,Premium,F,IF,60.0,58.0,21197.670000000002,6.78,6.76,4.06,11100.000000000002,1
1.07,Ideal,D,VVS2,60.3,56.0,21201.05,6.63,6.68,4.01,11724.29906542056,1
1.51,Ideal,F,SI1,62.8,57.0,21201.05,7.28,7.33,4.59,8307.94701986755,1
3.22,Ideal,I,I1,62.6,55.0,21201.05,9.49,9.42,5.92,3895.9627329192544,1
1.6,Good,H,VS1,59.9,61.0,21202.74,7.59,7.56,4.54,7841.25,1
1.47,Very Good,E,VS2,62.4,59.0,21204.43,7.13,7.2,4.47,8535.374149659865,1
1.57,Good,G,VS2,57.8,60.0,21204.43,7.66,7.6,4.41,7991.719745222929,1
1.13,Premium,F,IF,59.8,60.0,21207.81,6.82,6.76,4.06,11105.309734513276,1
1.51,Premium,G,VS2,60.7,60.0,21211.190000000002,7.4,7.36,4.48,8311.920529801324,1
1.51,Very Good,G,VS2,58.7,63.0,21211.190000000002,7.45,7.4,4.36,8311.920529801324,1
1.51,Ideal,G,VS2,62.1,54.0,21211.190000000002,7.34,7.31,4.55,8311.920529801324,1
1.51,Very Good,G,VS2,63.1,56.0,21211.190000000002,7.33,7.29,4.61,8311.920529801324,1
2.0,Good,H,SI2,63.8,59.0,21216.260000000002,7.93,7.88,5.04,6277.0,1
2.11,Premium,J,SI2,60.7,60.0,21216.260000000002,8.27,8.2,5.0,5949.763033175356,1
2.0,Fair,H,SI2,65.9,58.0,21216.260000000002,7.84,7.8,5.15,6277.0,1
2.04,Ideal,J,SI1,59.1,59.0,21216.260000000002,8.29,8.24,4.88,6153.921568627451,1
2.11,Premium,J,SI2,61.0,58.0,21216.260000000002,8.29,8.2,5.03,5949.763033175356,1
2.0,Good,I,SI1,63.9,57.0,21216.260000000002,8.01,7.91,5.09,6277.0,1
1.64,Very Good,F,SI1,62.8,59.0,21217.95,7.51,7.53,4.72,7655.487804878049,1
1.21,Ideal,F,VVS1,61.1,57.0,21219.640000000003,6.87,6.91,4.21,10376.859504132231,1
1.73,Very Good,I,VS1,62.2,59.0,21224.710000000003,7.62,7.65,4.75,7259.537572254335,1
1.64,Ideal,H,VS2,60.6,57.0,21228.090000000004,7.71,7.67,4.66,7659.146341463415,1
2.01,Ideal,J,SI2,62.9,54.0,21234.850000000002,8.03,8.07,5.06,6251.2437810945285,1
1.6,Ideal,H,VS1,61.4,57.0,21236.54,7.53,7.59,4.64,7853.75,1
1.51,Premium,G,VS2,62.0,57.0,21244.99,7.38,7.33,4.56,8325.165562913908,1
2.03,Ideal,G,SI2,62.2,57.0,21248.370000000003,8.09,8.06,5.03,6193.596059113301,1
1.5,Ideal,G,VS1,61.0,57.0,21253.440000000002,7.32,7.4,4.49,8384.0,1
2.0,Premium,D,SI2,59.3,62.0,21253.440000000002,8.12,8.06,4.8,6288.0,1
1.27,Ideal,F,VVS2,62.2,54.0,21253.440000000002,6.92,6.95,4.31,9902.36220472441,1
1.6,Good,E,SI1,63.6,58.0,21261.890000000003,7.44,7.38,4.71,7863.125,1
1.01,Very Good,D,IF,63.3,55.0,21261.890000000003,6.36,6.28,4.0,12456.435643564357,1
1.54,Fair,E,SI1,64.7,56.0,21261.890000000003,7.28,7.22,4.69,8169.480519480519,1
1.25,Ideal,F,VVS1,62.2,56.0,21266.960000000003,6.89,6.93,4.3,10067.2,1
1.5,Premium,E,VS2,59.4,62.0,21272.030000000002,7.48,7.4,4.42,8391.333333333334,1
3.5,Ideal,H,I1,62.8,57.0,21272.030000000002,9.65,9.59,6.03,3596.285714285714,1
2.0,Ideal,H,SI2,61.5,57.0,21272.030000000002,8.04,8.0,4.93,6293.5,1
2.02,Ideal,J,SI1,62.4,56.0,21278.79,8.03,8.19,5.06,6233.168316831683,1
2.02,Fair,I,SI2,64.5,60.0,21280.48,7.94,7.82,5.08,6233.663366336634,1
1.54,Premium,G,SI1,61.0,59.0,21280.48,7.43,7.38,4.52,8176.623376623376,1
1.52,Very Good,G,VS2,60.8,57.0,21287.24,7.41,7.49,4.53,8286.842105263158,1
2.02,Very Good,J,SI1,59.8,59.9,21290.620000000003,8.16,8.21,4.9,6236.633663366337,1
1.53,Premium,G,VS2,61.8,59.0,21297.38,7.31,7.45,4.56,8236.601307189543,1
1.51,Very Good,G,VS1,63.1,55.0,21299.070000000003,7.34,7.3,4.62,8346.35761589404,1
1.74,Ideal,H,SI1,61.9,55.0,21302.45,7.71,7.74,4.78,7244.252873563219,1
1.5,Fair,D,VS2,65.4,53.0,21304.14,7.12,7.1,4.65,8404.0,1
2.01,Ideal,I,SI1,62.9,55.0,21304.14,8.07,8.0,5.05,6271.641791044777,1
2.01,Ideal,J,SI1,62.3,57.0,21305.830000000005,8.05,7.99,5.0,6272.139303482588,1
1.71,Premium,H,VS2,58.8,60.0,21305.830000000005,7.85,7.8,4.6,7372.514619883041,1
1.36,Ideal,F,VVS2,61.6,56.0,21307.520000000004,7.17,7.08,4.39,9270.588235294117,1
1.79,Very Good,I,VS2,60.5,56.0,21310.9,7.87,7.9,4.77,7044.692737430168,1
2.0,Fair,F,SI2,59.8,68.0,21310.9,8.13,7.95,4.81,6305.0,1
2.1,Very Good,I,SI2,60.6,60.0,21314.280000000002,8.29,8.33,5.04,6005.714285714285,1
1.21,Ideal,F,VVS1,62.0,58.0,21315.97,6.82,6.86,4.24,10423.966942148762,1
1.39,Very Good,E,VS1,60.9,61.0,21317.660000000003,7.15,7.19,4.37,9074.820143884892,1
2.02,Good,F,SI2,57.1,60.0,21319.350000000002,8.31,8.25,4.73,6245.049504950495,1
1.53,Ideal,F,SI1,62.2,55.0,21321.04,7.35,7.37,4.57,8245.751633986927,1
1.53,Ideal,F,SI1,61.5,56.0,21321.04,7.38,7.42,4.56,8245.751633986927,1
2.01,Fair,H,SI2,65.9,57.0,21322.730000000003,7.8,7.74,5.12,6277.114427860697,1
2.01,Very Good,H,SI2,63.4,58.0,21322.730000000003,8.01,7.94,5.06,6277.114427860697,1
2.01,Ideal,I,SI1,62.4,54.0,21322.730000000003,8.04,7.96,5.0,6277.114427860697,1
2.01,Premium,I,SI1,61.0,60.0,21322.730000000003,8.16,8.11,4.96,6277.114427860697,1
2.03,Ideal,G,SI1,63.0,56.0,21324.420000000002,8.04,7.99,5.05,6215.76354679803,1
1.63,Ideal,H,VS2,61.3,56.0,21327.8,7.6,7.57,4.65,7742.331288343559,1
1.7,Very Good,I,VS1,61.9,57.0,21329.49,7.67,7.64,4.74,7424.117647058823,1
1.53,Very Good,F,SI1,61.9,56.0,21329.49,7.45,7.32,4.57,8249.019607843136,1
1.58,Ideal,F,SI1,60.3,56.0,21329.49,7.56,7.62,4.58,7987.974683544304,1
0.26,Ideal,F,VVS1,62.7,55.0,1073.15,4.07,4.1,2.56,2442.3076923076924,1
0.3,Ideal,H,VVS1,62.0,56.0,1074.8400000000001,4.31,4.34,2.68,2120.0,1
0.42,Ideal,J,VS1,62.3,53.0,1074.8400000000001,4.83,4.86,3.02,1514.2857142857144,1
0.36,Ideal,D,SI1,61.3,56.0,1074.8400000000001,4.61,4.65,2.84,1766.6666666666667,1
0.4,Very Good,G,SI1,58.3,62.0,1074.8400000000001,4.81,4.86,2.82,1590.0,1
0.31,Premium,D,VS2,61.7,58.0,1074.8400000000001,4.32,4.37,2.68,2051.6129032258063,1
0.31,Very Good,E,VS1,61.9,56.0,1074.8400000000001,4.32,4.37,2.69,2051.6129032258063,1
0.31,Ideal,D,VS2,62.1,55.0,1074.8400000000001,4.32,4.38,2.7,2051.6129032258063,1
0.31,Premium,E,VS1,61.0,60.0,1074.8400000000001,4.35,4.37,2.66,2051.6129032258063,1
0.41,Ideal,J,VS2,61.8,55.0,1076.53,4.78,4.81,2.96,1553.658536585366,1
0.41,Ideal,J,VS2,62.2,54.4,1076.53,4.72,4.75,2.95,1553.658536585366,1
0.32,Ideal,E,VS2,61.6,56.0,1076.53,4.4,4.43,2.72,1990.625,1
0.3,Ideal,G,VS1,60.4,55.0,1076.53,4.38,4.41,2.66,2123.3333333333335,1
0.38,Ideal,H,SI1,61.2,55.1,1076.53,4.69,4.73,2.88,1676.3157894736842,1
0.34,Ideal,E,SI1,61.0,55.0,1076.53,4.54,4.56,2.77,1873.5294117647059,1
0.34,Ideal,E,SI1,61.2,57.0,1076.53,4.48,4.51,2.75,1873.5294117647059,1
0.31,Good,F,VS2,58.2,58.0,1076.53,4.46,4.51,2.61,2054.8387096774195,1
0.3,Ideal,G,VVS2,61.1,58.0,1078.22,4.33,4.35,2.65,2126.666666666667,1
0.31,Ideal,E,VS1,60.1,55.0,1078.22,4.42,4.53,2.69,2058.064516129032,1
0.32,Good,E,VS1,64.3,59.0,1078.22,4.28,4.34,2.77,1993.75,1
0.32,Fair,F,SI1,64.4,54.0,1078.22,4.36,4.33,2.8,1993.75,1
0.32,Premium,F,SI1,60.7,62.0,1078.22,4.43,4.4,2.68,1993.75,1
0.38,Ideal,F,I1,62.5,57.0,1078.22,4.64,4.61,2.89,1678.9473684210527,1
0.3,Very Good,G,VVS2,62.9,55.0,1078.22,4.28,4.31,2.7,2126.666666666667,1
0.41,Good,D,SI2,63.1,54.0,1078.22,4.72,4.75,2.99,1556.09756097561,1
0.41,Good,E,SI2,63.5,55.0,1078.22,4.69,4.73,2.99,1556.09756097561,1
0.41,Good,E,SI2,63.8,57.0,1078.22,4.68,4.75,3.01,1556.09756097561,1
0.41,Very Good,D,SI2,62.3,61.0,1078.22,4.72,4.75,2.95,1556.09756097561,1
0.41,Very Good,E,SI2,62.8,58.0,1078.22,4.69,4.73,2.96,1556.09756097561,1
0.41,Very Good,E,SI2,63.0,57.0,1078.22,4.7,4.73,2.97,1556.09756097561,1
1.7,Ideal,I,VS1,62.2,55.0,21331.180000000004,7.63,7.67,4.76,7424.705882352941,1
1.7,Very Good,I,VS1,59.8,59.0,21331.180000000004,7.7,7.79,4.63,7424.705882352941,1
1.51,Ideal,G,VS2,61.8,55.0,21337.94,7.43,7.39,4.58,8361.58940397351,1
1.3,Ideal,F,VVS2,62.1,55.0,21343.010000000002,6.96,7.04,4.35,9714.615384615385,1
2.18,Premium,H,SI2,59.4,61.0,21346.39,8.49,8.45,0.0,5794.036697247706,1
2.11,Premium,H,SI2,60.9,59.0,21349.770000000004,8.3,8.25,5.04,5987.203791469195,1
2.11,Fair,G,SI2,65.0,56.0,21349.770000000004,8.06,8.01,5.22,5987.203791469195,1
2.08,Very Good,J,SI1,62.6,58.0,21356.530000000002,8.09,8.15,5.08,6075.480769230769,1
2.01,Very Good,D,SI2,58.3,63.0,21359.910000000003,8.28,8.25,4.82,6288.059701492538,1
1.71,Ideal,H,SI1,62.2,56.0,21363.29,7.74,7.7,4.8,7392.397660818714,1
1.5,Ideal,F,VS2,60.3,57.0,21363.29,7.42,7.33,4.45,8427.333333333334,1
1.06,Very Good,E,IF,62.4,55.0,21364.980000000003,6.5,6.54,4.07,11926.415094339622,1
1.51,Premium,E,SI1,58.3,59.0,21368.36,7.52,7.47,4.37,8373.509933774834,1
1.51,Premium,E,SI1,61.5,58.0,21368.36,7.38,7.33,4.52,8373.509933774834,1
1.58,Premium,G,VS1,62.1,59.0,21370.05,7.46,7.43,4.62,8003.164556962025,1
1.55,Ideal,E,SI1,62.3,56.0,21371.74,7.43,7.37,4.61,8158.709677419354,1
1.14,Very Good,E,IF,63.3,57.0,21373.430000000004,6.63,6.71,4.22,11093.859649122807,1
1.52,Very Good,H,VVS2,62.8,56.0,21375.120000000003,7.3,7.32,4.59,8321.052631578947,1
1.51,Ideal,D,SI1,60.7,59.0,21375.120000000003,7.47,7.42,4.52,8376.15894039735,1
1.32,Fair,F,VVS1,58.0,66.0,21375.120000000003,7.31,7.28,4.23,9581.818181818182,1
1.53,Very Good,G,VS1,62.8,56.0,21385.260000000002,7.31,7.37,4.61,8270.588235294117,1
2.0,Ideal,H,SI1,61.8,57.0,21385.260000000002,8.05,8.01,4.96,6327.0,1
2.05,Ideal,J,SI2,61.6,55.0,21385.260000000002,8.18,8.11,5.02,6172.682926829269,1
2.0,Good,G,SI2,64.3,56.0,21385.260000000002,7.93,7.89,5.09,6327.0,1
2.23,Very Good,J,SI2,60.5,61.0,21386.95,8.4,8.47,5.1,5674.8878923766815,1
1.51,Premium,E,SI1,58.6,62.0,21386.95,7.58,7.53,4.43,8380.794701986755,1
2.08,Premium,H,SI2,62.8,60.0,21386.95,8.12,8.03,5.07,6084.134615384615,1
1.21,Ideal,D,VVS2,62.8,55.0,21390.330000000005,6.77,6.84,4.26,10460.330578512398,1
1.64,Premium,F,SI1,62.8,59.0,21412.3,7.53,7.51,4.72,7725.609756097561,1
1.41,Premium,E,VS1,58.8,59.0,21413.99,7.3,7.26,4.28,8986.524822695035,1
1.58,Ideal,F,SI1,61.6,55.0,21413.99,7.52,7.57,4.65,8019.620253164557,1
1.5,Very Good,G,VS2,62.5,59.0,21415.680000000004,7.23,7.27,4.53,8448.0,1
1.73,Premium,I,VS1,62.2,59.0,21419.06,7.65,7.62,4.75,7326.0115606936415,1
1.89,Ideal,J,VS1,62.0,56.0,21419.06,7.93,7.98,4.93,6705.820105820107,1
2.06,Premium,H,SI2,62.6,58.0,21424.130000000005,8.06,8.03,5.04,6153.883495145631,1
2.03,Ideal,F,SI2,62.4,57.0,21424.130000000005,8.09,8.02,5.03,6244.827586206897,1
2.02,Ideal,H,SI2,62.4,56.0,21429.2,8.14,8.04,5.06,6277.227722772277,1
2.02,Premium,H,SI2,61.7,61.0,21429.2,8.14,8.08,5.01,6277.227722772277,1
2.01,Good,I,SI2,64.6,57.0,21430.89,7.82,7.88,5.07,6308.955223880597,1
1.7,Premium,G,VS2,61.4,58.0,21430.89,7.67,7.63,4.7,7459.411764705883,1
1.6,Ideal,H,VS1,61.4,57.0,21430.89,7.59,7.53,4.64,7925.625,1
1.68,Premium,F,SI1,60.7,62.0,21430.89,7.72,7.66,4.67,7548.214285714286,1
2.01,Very Good,J,VS2,62.1,60.0,21434.270000000004,7.88,8.0,4.93,6309.9502487562195,1
1.65,Very Good,H,VS1,62.0,54.0,21439.34,7.55,7.62,4.7,7688.484848484849,1
2.54,Ideal,I,SI2,61.4,54.0,21441.030000000002,8.83,8.78,5.41,4994.881889763779,1
1.51,Ideal,D,SI1,62.3,56.0,21442.72,7.3,7.4,4.58,8402.649006622516,1
2.01,Premium,J,SI1,60.5,59.0,21446.100000000002,8.12,8.01,4.88,6313.432835820896,1
2.12,Premium,H,SI2,62.3,58.0,21451.170000000002,8.25,8.16,5.12,5987.264150943396,1
1.5,Good,F,VS2,60.2,58.0,21451.170000000002,7.31,7.35,4.41,8462.0,1
2.04,Ideal,J,SI1,62.6,55.0,21456.24,8.08,8.12,5.07,6223.529411764705,1
1.72,Premium,H,SI1,62.4,62.0,21456.24,7.63,7.52,4.73,7381.395348837209,1
1.51,Premium,G,VS2,59.6,57.0,21456.24,7.52,7.49,4.47,8407.94701986755,1
1.57,Very Good,D,SI1,58.9,58.0,21457.930000000004,7.57,7.63,4.48,8087.261146496815,1
1.25,Ideal,F,VVS1,62.2,56.0,21459.620000000003,6.93,6.89,4.3,10158.4,1
1.91,Ideal,G,SI2,62.2,55.0,21463.0,7.9,7.94,4.93,6649.214659685864,1
1.5,Ideal,H,VS1,62.4,56.0,21466.380000000005,7.29,7.34,4.57,8468.0,1
1.52,Premium,D,SI1,59.8,58.0,21474.830000000005,7.51,7.55,4.5,8359.868421052632,1
2.12,Ideal,D,SI2,62.9,55.0,21474.830000000005,8.17,8.14,5.13,5993.867924528302,1
1.51,Good,D,VS2,59.8,65.0,21478.210000000003,7.36,7.43,4.42,8416.556291390729,1
1.62,Ideal,F,SI1,62.7,56.0,21483.280000000002,7.44,7.5,4.68,7846.913580246913,1
1.37,Premium,E,VS1,59.4,60.0,21484.97,7.27,7.2,4.3,9279.56204379562,1
2.02,Ideal,J,SI1,59.8,60.0,21484.97,8.21,8.16,4.9,6293.564356435643,1
2.03,Very Good,I,SI2,61.2,55.0,21486.660000000003,8.14,8.26,5.02,6263.054187192119,1
2.03,Ideal,J,SI2,62.1,57.0,21490.04,8.06,8.12,5.02,6264.0394088669955,1
1.53,Premium,G,VS2,61.8,59.0,21491.730000000003,7.45,7.31,4.56,8311.764705882353,1
1.56,Ideal,E,VS2,60.5,57.0,21491.730000000003,7.56,7.5,4.56,8151.923076923076,1
2.01,Ideal,I,SI1,62.9,57.0,21491.730000000003,8.05,7.98,5.04,6326.865671641792,1
1.74,Ideal,H,SI1,61.9,55.0,21496.8,7.74,7.71,4.78,7310.3448275862065,1
2.14,Ideal,H,SI2,63.0,55.0,21496.8,8.25,8.23,5.19,5943.92523364486,1
1.13,Premium,F,IF,59.8,60.0,21500.180000000004,6.82,6.76,4.06,11258.407079646018,1
1.7,Good,H,VS2,62.5,59.0,21501.870000000003,7.48,7.58,4.71,7484.117647058823,1
1.11,Ideal,E,VVS1,61.3,54.0,21505.25,6.68,6.72,4.11,11463.963963963963,1
1.5,Ideal,I,IF,61.3,56.0,21505.25,7.34,7.41,4.52,8483.333333333334,1
1.52,Very Good,G,VS2,61.6,56.0,21513.7,7.37,7.43,4.56,8375.0,1
1.53,Ideal,H,VVS2,61.9,57.0,21515.39,7.35,7.39,4.56,8320.915032679739,1
1.3,Ideal,F,VVS2,62.4,57.0,21520.460000000003,6.97,6.9,4.33,9795.384615384615,1
1.32,Very Good,F,VVS2,61.6,61.0,21523.84,6.97,7.02,4.31,9648.484848484848,1
2.02,Ideal,J,SI2,62.2,57.0,21523.84,8.11,8.18,5.07,6304.950495049505,1
1.7,Premium,I,VS1,59.8,59.0,21525.530000000002,7.79,7.7,4.63,7492.352941176471,1
1.7,Ideal,I,VS1,62.2,55.0,21525.530000000002,7.67,7.63,4.76,7492.352941176471,1
1.51,Premium,E,SI1,60.6,59.0,21527.22,7.45,7.41,4.5,8435.761589403974,1
1.51,Premium,D,SI1,59.6,58.0,21527.22,7.51,7.48,4.47,8435.761589403974,1
1.52,Premium,G,VS2,60.9,61.0,21527.22,7.41,7.38,4.5,8380.263157894737,1
1.51,Premium,D,SI1,61.6,57.0,21527.22,7.41,7.32,4.54,8435.761589403974,1
1.51,Ideal,D,SI1,59.5,57.0,21527.22,7.56,7.46,4.47,8435.761589403974,1
2.05,Ideal,F,SI2,62.2,57.0,21535.670000000002,8.19,8.12,5.07,6216.097560975611,1
1.39,Ideal,F,VS2,61.5,55.0,21537.36,7.19,7.23,4.44,9168.345323741009,1
1.3,Ideal,F,VVS2,62.1,55.0,21539.05,7.04,6.96,4.35,9803.846153846154,1
2.2,Premium,H,SI2,61.5,58.0,21542.430000000004,8.44,8.38,5.18,5794.090909090909,1
1.1,Ideal,E,VVS1,61.1,56.0,21544.120000000003,6.69,6.73,4.1,11589.090909090908,1
2.13,Premium,H,SI2,62.4,56.0,21552.570000000003,8.26,8.19,5.13,5987.323943661972,1
1.5,Good,E,SI1,64.2,55.0,21554.260000000002,7.17,7.22,4.62,8502.666666666666,1
1.71,Good,I,VS1,63.7,58.0,21555.95,7.58,7.54,4.81,7459.06432748538,1
2.28,Ideal,J,SI1,61.6,57.0,21555.95,8.5,8.43,5.21,5594.298245614035,1
1.51,Premium,G,VS2,62.7,58.0,21557.64,7.2,7.31,4.55,8447.682119205298,1
1.51,Good,G,VS2,63.3,60.0,21557.64,7.2,7.28,4.58,8447.682119205298,1
1.51,Premium,G,VS2,62.5,59.0,21557.64,7.28,7.34,4.57,8447.682119205298,1
1.51,Very Good,G,VS2,58.9,60.0,21557.64,7.47,7.55,4.42,8447.682119205298,1
2.01,Ideal,H,SI2,62.3,57.0,21567.780000000002,8.1,8.04,5.03,6349.253731343284,1
1.52,Ideal,H,VVS2,62.8,56.0,21571.160000000003,7.32,7.3,4.59,8397.368421052632,1
2.0,Fair,H,VS2,65.2,56.0,21572.850000000002,7.92,7.87,5.15,6382.5,1
2.03,Very Good,D,SI2,63.1,59.0,21572.850000000002,8.12,7.99,5.08,6288.177339901478,1
2.05,Premium,I,VS1,60.3,59.0,21574.54,8.25,8.21,4.96,6227.317073170732,1
2.0,Very Good,J,SI1,60.8,58.0,21577.920000000002,7.99,8.07,4.88,6384.0,1
2.23,Premium,J,SI2,60.5,61.0,21581.3,8.47,8.4,5.1,5726.457399103139,1
1.73,Premium,D,SI1,60.6,59.0,21581.3,7.76,7.68,4.68,7381.50289017341,1
2.11,Very Good,J,SI2,60.8,61.0,21582.99,8.21,8.36,5.04,6052.606635071091,1
1.65,Very Good,H,VS1,62.0,58.0,21586.370000000003,7.56,7.66,4.72,7741.212121212122,1
1.19,Ideal,F,VVS1,61.9,57.0,21591.44,6.84,6.79,4.22,10736.134453781513,1
2.07,Ideal,J,SI2,62.5,56.0,21594.820000000003,8.18,8.08,5.08,6172.946859903383,1
1.51,Very Good,E,VS2,62.7,59.0,21596.510000000002,7.2,7.32,4.55,8462.913907284768,1
1.64,Very Good,E,SI1,61.8,59.0,21596.510000000002,7.51,7.55,4.65,7792.073170731708,1
1.54,Good,E,SI1,63.8,57.0,21596.510000000002,7.31,7.34,4.67,8298.051948051947,1
1.5,Ideal,G,VS2,62.5,55.0,21610.030000000002,7.26,7.23,4.53,8524.666666666666,1
1.5,Premium,G,VS2,60.3,60.0,21610.030000000002,7.34,7.26,4.4,8524.666666666666,1
1.5,Good,G,VS2,63.6,60.0,21610.030000000002,7.24,7.2,4.59,8524.666666666666,1
1.2,Premium,E,VVS2,62.3,59.0,21610.030000000002,6.83,6.79,4.24,10655.833333333334,1
1.5,Premium,G,VS2,62.5,59.0,21610.030000000002,7.27,7.23,4.53,8524.666666666666,1
1.5,Fair,G,VS2,64.4,56.0,21610.030000000002,7.16,7.09,4.59,8524.666666666666,1
1.13,Ideal,D,VVS2,62.3,54.0,21611.72,6.64,6.7,4.16,11316.814159292036,1
1.71,Very Good,H,SI1,59.5,59.0,21616.79,7.78,7.81,4.64,7480.116959064328,1
1.53,Ideal,E,SI1,62.3,54.2,21616.79,7.35,7.38,4.59,8360.130718954248,1
2.14,Premium,G,SI2,60.1,58.0,21618.480000000003,8.4,8.35,5.03,5977.570093457944,1
2.04,Premium,G,SI2,61.3,60.0,21621.86,8.18,8.13,5.0,6271.56862745098,1
1.19,Ideal,D,VVS2,62.0,57.0,21623.55,6.76,6.86,4.22,10752.100840336136,1
1.5,Very Good,G,VVS2,60.9,56.0,21628.620000000003,7.34,7.37,4.48,8532.0,1
2.02,Good,J,SI1,63.5,60.0,21628.620000000003,7.93,7.98,5.05,6335.6435643564355,1
1.58,Very Good,D,SI1,62.4,60.0,21630.31,7.41,7.44,4.63,8100.632911392405,1
2.04,Fair,E,SI2,65.4,55.0,21630.31,7.87,7.93,5.17,6274.019607843137,1
1.54,Premium,G,VS2,60.9,59.0,21632.0,7.49,7.45,4.55,8311.688311688311,1
1.56,Ideal,G,VS2,62.2,54.0,21632.0,0.0,0.0,0.0,8205.128205128205,1
1.57,Ideal,H,VS2,61.5,54.0,21647.210000000003,7.47,7.5,4.61,8158.598726114649,1
1.57,Ideal,H,VS1,62.2,55.0,21648.9,7.44,7.49,4.64,8159.235668789808,1
