"Statistic Label","Quarter","Sex","Domestic","UNIT","VALUE"
"Number of Nights by Irish Residents","2008Q2","Both sexes","Domestic","Thousand","5380"
"Number of Nights by Irish Residents","2008Q2","Both sexes","Outbound","Thousand","16742"
"Number of Nights by Irish Residents","2008Q2","Male","Domestic","Thousand","2516"
"Number of Nights by Irish Residents","2008Q2","Male","Outbound","Thousand","8005"
"Number of Nights by Irish Residents","2008Q2","Female","Domestic","Thousand","2863"
"Number of Nights by Irish Residents","2008Q2","Female","Outbound","Thousand","8737"
"Number of Nights by Irish Residents","2008Q3","Both sexes","Domestic","Thousand","10919"
"Number of Nights by Irish Residents","2008Q3","Both sexes","Outbound","Thousand","23485"
"Number of Nights by Irish Residents","2008Q3","Male","Domestic","Thousand","5145"
"Number of Nights by Irish Residents","2008Q3","Male","Outbound","Thousand","11072"
"Number of Nights by Irish Residents","2008Q3","Female","Domestic","Thousand","5774"
"Number of Nights by Irish Residents","2008Q3","Female","Outbound","Thousand","12413"
"Number of Nights by Irish Residents","2008Q4","Both sexes","Domestic","Thousand","5271"
"Number of Nights by Irish Residents","2008Q4","Both sexes","Outbound","Thousand","10846"
"Number of Nights by Irish Residents","2008Q4","Male","Domestic","Thousand","2401"
"Number of Nights by Irish Residents","2008Q4","Male","Outbound","Thousand","5146"
"Number of Nights by Irish Residents","2008Q4","Female","Domestic","Thousand","2870"
"Number of Nights by Irish Residents","2008Q4","Female","Outbound","Thousand","5699"
"Number of Nights by Irish Residents","2009Q1","Both sexes","Domestic","Thousand","4221"
"Number of Nights by Irish Residents","2009Q1","Both sexes","Outbound","Thousand","10144"
"Number of Nights by Irish Residents","2009Q1","Male","Domestic","Thousand","1972"
"Number of Nights by Irish Residents","2009Q1","Male","Outbound","Thousand","5125"
"Number of Nights by Irish Residents","2009Q1","Female","Domestic","Thousand","2250"
"Number of Nights by Irish Residents","2009Q1","Female","Outbound","Thousand","5018"
"Number of Nights by Irish Residents","2009Q2","Both sexes","Domestic","Thousand","6087"
"Number of Nights by Irish Residents","2009Q2","Both sexes","Outbound","Thousand","16031"
"Number of Nights by Irish Residents","2009Q2","Male","Domestic","Thousand","2836"
"Number of Nights by Irish Residents","2009Q2","Male","Outbound","Thousand","7687"
"Number of Nights by Irish Residents","2009Q2","Female","Domestic","Thousand","3250"
"Number of Nights by Irish Residents","2009Q2","Female","Outbound","Thousand","8344"
"Number of Nights by Irish Residents","2009Q3","Both sexes","Domestic","Thousand","10555"
"Number of Nights by Irish Residents","2009Q3","Both sexes","Outbound","Thousand","19731"
"Number of Nights by Irish Residents","2009Q3","Male","Domestic","Thousand","4969"
"Number of Nights by Irish Residents","2009Q3","Male","Outbound","Thousand","9287"
"Number of Nights by Irish Residents","2009Q3","Female","Domestic","Thousand","5586"
"Number of Nights by Irish Residents","2009Q3","Female","Outbound","Thousand","10444"
"Number of Nights by Irish Residents","2009Q4","Both sexes","Domestic","Thousand","5164"
"Number of Nights by Irish Residents","2009Q4","Both sexes","Outbound","Thousand","9761"
"Number of Nights by Irish Residents","2009Q4","Male","Domestic","Thousand","2402"
"Number of Nights by Irish Residents","2009Q4","Male","Outbound","Thousand","4790"
"Number of Nights by Irish Residents","2009Q4","Female","Domestic","Thousand","2762"
"Number of Nights by Irish Residents","2009Q4","Female","Outbound","Thousand","4971"
"Number of Nights by Irish Residents","2012Q1","Both sexes","Domestic","Thousand","3403"
"Number of Nights by Irish Residents","2012Q1","Both sexes","Outbound","Thousand","9491"
"Number of Nights by Irish Residents","2012Q1","Male","Domestic","Thousand","1566"
"Number of Nights by Irish Residents","2012Q1","Male","Outbound","Thousand","4582"
"Number of Nights by Irish Residents","2012Q1","Female","Domestic","Thousand","1837"
"Number of Nights by Irish Residents","2012Q1","Female","Outbound","Thousand","4909"
"Number of Nights by Irish Residents","2012Q2","Both sexes","Domestic","Thousand","5175"
"Number of Nights by Irish Residents","2012Q2","Both sexes","Outbound","Thousand","12708"
"Number of Nights by Irish Residents","2012Q2","Male","Domestic","Thousand","2407"
"Number of Nights by Irish Residents","2012Q2","Male","Outbound","Thousand","6239"
"Number of Nights by Irish Residents","2012Q2","Female","Domestic","Thousand","2768"
"Number of Nights by Irish Residents","2012Q2","Female","Outbound","Thousand","6469"
"Number of Nights by Irish Residents","2012Q3","Both sexes","Domestic","Thousand","10867"
"Number of Nights by Irish Residents","2012Q3","Both sexes","Outbound","Thousand","21314"
"Number of Nights by Irish Residents","2012Q3","Male","Domestic","Thousand","5131"
"Number of Nights by Irish Residents","2012Q3","Male","Outbound","Thousand","10165"
"Number of Nights by Irish Residents","2012Q3","Female","Domestic","Thousand","5736"
"Number of Nights by Irish Residents","2012Q3","Female","Outbound","Thousand","11149"
"Number of Nights by Irish Residents","2012Q4","Both sexes","Domestic","Thousand","4259"
"Number of Nights by Irish Residents","2012Q4","Both sexes","Outbound","Thousand","9600"
"Number of Nights by Irish Residents","2012Q4","Male","Domestic","Thousand","1949"
"Number of Nights by Irish Residents","2012Q4","Male","Outbound","Thousand","5199"
"Number of Nights by Irish Residents","2012Q4","Female","Domestic","Thousand","2310"
"Number of Nights by Irish Residents","2012Q4","Female","Outbound","Thousand","4401"
"Number of Nights by Irish Residents","2013Q1","Both sexes","Domestic","Thousand","3338"
"Number of Nights by Irish Residents","2013Q1","Both sexes","Outbound","Thousand","9110"
"Number of Nights by Irish Residents","2013Q1","Male","Domestic","Thousand","1386"
"Number of Nights by Irish Residents","2013Q1","Male","Outbound","Thousand","4587"
"Number of Nights by Irish Residents","2013Q1","Female","Domestic","Thousand","1952"
"Number of Nights by Irish Residents","2013Q1","Female","Outbound","Thousand","4523"
"Number of Nights by Irish Residents","2013Q2","Both sexes","Domestic","Thousand","5191"
"Number of Nights by Irish Residents","2013Q2","Both sexes","Outbound","Thousand","12936"
"Number of Nights by Irish Residents","2013Q2","Male","Domestic","Thousand","2462"
"Number of Nights by Irish Residents","2013Q2","Male","Outbound","Thousand","6183"
"Number of Nights by Irish Residents","2013Q2","Female","Domestic","Thousand","2729"
"Number of Nights by Irish Residents","2013Q2","Female","Outbound","Thousand","6753"
"Number of Nights by Irish Residents","2013Q3","Both sexes","Domestic","Thousand","11560"
"Number of Nights by Irish Residents","2013Q3","Both sexes","Outbound","Thousand","20865"
"Number of Nights by Irish Residents","2013Q3","Male","Domestic","Thousand","5102"
"Number of Nights by Irish Residents","2013Q3","Male","Outbound","Thousand","9660"
"Number of Nights by Irish Residents","2013Q3","Female","Domestic","Thousand","6457"
"Number of Nights by Irish Residents","2013Q3","Female","Outbound","Thousand","11204"
"Number of Nights by Irish Residents","2013Q4","Both sexes","Domestic","Thousand","4106"
"Number of Nights by Irish Residents","2013Q4","Both sexes","Outbound","Thousand","9074"
"Number of Nights by Irish Residents","2013Q4","Male","Domestic","Thousand","1981"
"Number of Nights by Irish Residents","2013Q4","Male","Outbound","Thousand","4391"
"Number of Nights by Irish Residents","2013Q4","Female","Domestic","Thousand","2125"
"Number of Nights by Irish Residents","2013Q4","Female","Outbound","Thousand","4683"
"Number of Nights by Irish Residents","2014Q1","Both sexes","Domestic","Thousand","3802"
"Number of Nights by Irish Residents","2014Q1","Both sexes","Outbound","Thousand","8199"
"Number of Nights by Irish Residents","2014Q1","Male","Domestic","Thousand","1705"
"Number of Nights by Irish Residents","2014Q1","Male","Outbound","Thousand","4120"
"Number of Nights by Irish Residents","2014Q1","Female","Domestic","Thousand","2097"
"Number of Nights by Irish Residents","2014Q1","Female","Outbound","Thousand","4079"
"Number of Nights by Irish Residents","2014Q2","Both sexes","Domestic","Thousand","5624"
"Number of Nights by Irish Residents","2014Q2","Both sexes","Outbound","Thousand","13466"
"Number of Nights by Irish Residents","2014Q2","Male","Domestic","Thousand","2643"
"Number of Nights by Irish Residents","2014Q2","Male","Outbound","Thousand","6861"
"Number of Nights by Irish Residents","2014Q2","Female","Domestic","Thousand","2980"
"Number of Nights by Irish Residents","2014Q2","Female","Outbound","Thousand","6605"
"Number of Nights by Irish Residents","2014Q3","Both sexes","Domestic","Thousand","11786"
"Number of Nights by Irish Residents","2014Q3","Both sexes","Outbound","Thousand","21791"
"Number of Nights by Irish Residents","2014Q3","Male","Domestic","Thousand","5588"
"Number of Nights by Irish Residents","2014Q3","Male","Outbound","Thousand","10356"
"Number of Nights by Irish Residents","2014Q3","Female","Domestic","Thousand","6198"
"Number of Nights by Irish Residents","2014Q3","Female","Outbound","Thousand","11435"
"Number of Nights by Irish Residents","2014Q4","Both sexes","Domestic","Thousand","4874"
"Number of Nights by Irish Residents","2014Q4","Both sexes","Outbound","Thousand","10196"
"Number of Nights by Irish Residents","2014Q4","Male","Domestic","Thousand","2157"
"Number of Nights by Irish Residents","2014Q4","Male","Outbound","Thousand","4800"
"Number of Nights by Irish Residents","2014Q4","Female","Domestic","Thousand","2716"
"Number of Nights by Irish Residents","2014Q4","Female","Outbound","Thousand","5397"
"Number of Nights by Irish Residents","2015Q1","Both sexes","Domestic","Thousand","3545"
"Number of Nights by Irish Residents","2015Q1","Both sexes","Outbound","Thousand","9440"
"Number of Nights by Irish Residents","2015Q1","Male","Domestic","Thousand","1696"
"Number of Nights by Irish Residents","2015Q1","Male","Outbound","Thousand","4708"
"Number of Nights by Irish Residents","2015Q1","Female","Domestic","Thousand","1849"
"Number of Nights by Irish Residents","2015Q1","Female","Outbound","Thousand","4732"
"Number of Nights by Irish Residents","2015Q2","Both sexes","Domestic","Thousand","5308"
"Number of Nights by Irish Residents","2015Q2","Both sexes","Outbound","Thousand","13262"
"Number of Nights by Irish Residents","2015Q2","Male","Domestic","Thousand","2483"
"Number of Nights by Irish Residents","2015Q2","Male","Outbound","Thousand","5958"
"Number of Nights by Irish Residents","2015Q2","Female","Domestic","Thousand","2825"
"Number of Nights by Irish Residents","2015Q2","Female","Outbound","Thousand","7304"
"Number of Nights by Irish Residents","2015Q3","Both sexes","Domestic","Thousand","12054"
"Number of Nights by Irish Residents","2015Q3","Both sexes","Outbound","Thousand","21135"
"Number of Nights by Irish Residents","2015Q3","Male","Domestic","Thousand","5650"
"Number of Nights by Irish Residents","2015Q3","Male","Outbound","Thousand","10234"
"Number of Nights by Irish Residents","2015Q3","Female","Domestic","Thousand","6404"
"Number of Nights by Irish Residents","2015Q3","Female","Outbound","Thousand","10901"
"Number of Nights by Irish Residents","2015Q4","Both sexes","Domestic","Thousand","4360"
"Number of Nights by Irish Residents","2015Q4","Both sexes","Outbound","Thousand","9678"
"Number of Nights by Irish Residents","2015Q4","Male","Domestic","Thousand","1961"
"Number of Nights by Irish Residents","2015Q4","Male","Outbound","Thousand","4479"
"Number of Nights by Irish Residents","2015Q4","Female","Domestic","Thousand","2399"
"Number of Nights by Irish Residents","2015Q4","Female","Outbound","Thousand","5199"
"Number of Nights by Irish Residents","2016Q1","Both sexes","Domestic","Thousand","4594"
"Number of Nights by Irish Residents","2016Q1","Both sexes","Outbound","Thousand","10840"
"Number of Nights by Irish Residents","2016Q1","Male","Domestic","Thousand","2059"
"Number of Nights by Irish Residents","2016Q1","Male","Outbound","Thousand","5585"
"Number of Nights by Irish Residents","2016Q1","Female","Domestic","Thousand","2535"
"Number of Nights by Irish Residents","2016Q1","Female","Outbound","Thousand","5255"
"Number of Nights by Irish Residents","2016Q2","Both sexes","Domestic","Thousand","4923"
"Number of Nights by Irish Residents","2016Q2","Both sexes","Outbound","Thousand","14054"
"Number of Nights by Irish Residents","2016Q2","Male","Domestic","Thousand","2252"
"Number of Nights by Irish Residents","2016Q2","Male","Outbound","Thousand","6772"
"Number of Nights by Irish Residents","2016Q2","Female","Domestic","Thousand","2671"
"Number of Nights by Irish Residents","2016Q2","Female","Outbound","Thousand","7282"
"Number of Nights by Irish Residents","2016Q3","Both sexes","Domestic","Thousand","11574"
"Number of Nights by Irish Residents","2016Q3","Both sexes","Outbound","Thousand","21384"
"Number of Nights by Irish Residents","2016Q3","Male","Domestic","Thousand","5193"
"Number of Nights by Irish Residents","2016Q3","Male","Outbound","Thousand","10386"
"Number of Nights by Irish Residents","2016Q3","Female","Domestic","Thousand","6382"
"Number of Nights by Irish Residents","2016Q3","Female","Outbound","Thousand","10998"
"Number of Nights by Irish Residents","2016Q4","Both sexes","Domestic","Thousand","4498"
"Number of Nights by Irish Residents","2016Q4","Both sexes","Outbound","Thousand","10470"
"Number of Nights by Irish Residents","2016Q4","Male","Domestic","Thousand","2113"
"Number of Nights by Irish Residents","2016Q4","Male","Outbound","Thousand","4765"
"Number of Nights by Irish Residents","2016Q4","Female","Domestic","Thousand","2385"
"Number of Nights by Irish Residents","2016Q4","Female","Outbound","Thousand","5705"
"Number of Nights by Irish Residents","2017Q1","Both sexes","Domestic","Thousand","3830"
"Number of Nights by Irish Residents","2017Q1","Both sexes","Outbound","Thousand","9713"
"Number of Nights by Irish Residents","2017Q1","Male","Domestic","Thousand","1816"
"Number of Nights by Irish Residents","2017Q1","Male","Outbound","Thousand","4825"
"Number of Nights by Irish Residents","2017Q1","Female","Domestic","Thousand","2014"
"Number of Nights by Irish Residents","2017Q1","Female","Outbound","Thousand","4888"
"Number of Nights by Irish Residents","2017Q2","Both sexes","Domestic","Thousand","6108"
"Number of Nights by Irish Residents","2017Q2","Both sexes","Outbound","Thousand","14535"
"Number of Nights by Irish Residents","2017Q2","Male","Domestic","Thousand","2721"
"Number of Nights by Irish Residents","2017Q2","Male","Outbound","Thousand","6769"
"Number of Nights by Irish Residents","2017Q2","Female","Domestic","Thousand","3387"
"Number of Nights by Irish Residents","2017Q2","Female","Outbound","Thousand","7766"
"Number of Nights by Irish Residents","2017Q3","Both sexes","Domestic","Thousand","10442"
"Number of Nights by Irish Residents","2017Q3","Both sexes","Outbound","Thousand","22707"
"Number of Nights by Irish Residents","2017Q3","Male","Domestic","Thousand","4770"
"Number of Nights by Irish Residents","2017Q3","Male","Outbound","Thousand","10885"
"Number of Nights by Irish Residents","2017Q3","Female","Domestic","Thousand","5673"
"Number of Nights by Irish Residents","2017Q3","Female","Outbound","Thousand","11822"
"Number of Nights by Irish Residents","2017Q4","Both sexes","Domestic","Thousand","5159"
"Number of Nights by Irish Residents","2017Q4","Both sexes","Outbound","Thousand","10743"
"Number of Nights by Irish Residents","2017Q4","Male","Domestic","Thousand","2415"
"Number of Nights by Irish Residents","2017Q4","Male","Outbound","Thousand","5112"
"Number of Nights by Irish Residents","2017Q4","Female","Domestic","Thousand","2744"
"Number of Nights by Irish Residents","2017Q4","Female","Outbound","Thousand","5631"
"Number of Nights by Irish Residents","2018Q1","Both sexes","Domestic","Thousand","4359"
"Number of Nights by Irish Residents","2018Q1","Both sexes","Outbound","Thousand","10211"
"Number of Nights by Irish Residents","2018Q1","Male","Domestic","Thousand","1841"
"Number of Nights by Irish Residents","2018Q1","Male","Outbound","Thousand","4987"
"Number of Nights by Irish Residents","2018Q1","Female","Domestic","Thousand","2518"
"Number of Nights by Irish Residents","2018Q1","Female","Outbound","Thousand","5224"
"Number of Nights by Irish Residents","2018Q2","Both sexes","Domestic","Thousand","6564"
"Number of Nights by Irish Residents","2018Q2","Both sexes","Outbound","Thousand","15271"
"Number of Nights by Irish Residents","2018Q2","Male","Domestic","Thousand","3085"
"Number of Nights by Irish Residents","2018Q2","Male","Outbound","Thousand","7609"
"Number of Nights by Irish Residents","2018Q2","Female","Domestic","Thousand","3479"
"Number of Nights by Irish Residents","2018Q2","Female","Outbound","Thousand","7662"
"Number of Nights by Irish Residents","2018Q3","Both sexes","Domestic","Thousand","12220"
"Number of Nights by Irish Residents","2018Q3","Both sexes","Outbound","Thousand","23435"
"Number of Nights by Irish Residents","2018Q3","Male","Domestic","Thousand","5360"
"Number of Nights by Irish Residents","2018Q3","Male","Outbound","Thousand","11513"
"Number of Nights by Irish Residents","2018Q3","Female","Domestic","Thousand","6860"
"Number of Nights by Irish Residents","2018Q3","Female","Outbound","Thousand","11922"
"Number of Nights by Irish Residents","2018Q4","Both sexes","Domestic","Thousand","5250"
"Number of Nights by Irish Residents","2018Q4","Both sexes","Outbound","Thousand","11706"
"Number of Nights by Irish Residents","2018Q4","Male","Domestic","Thousand","2309"
"Number of Nights by Irish Residents","2018Q4","Male","Outbound","Thousand","5990"
"Number of Nights by Irish Residents","2018Q4","Female","Domestic","Thousand","2941"
"Number of Nights by Irish Residents","2018Q4","Female","Outbound","Thousand","5716"
"Number of Nights by Irish Residents","2019Q1","Both sexes","Domestic","Thousand","4374"
"Number of Nights by Irish Residents","2019Q1","Both sexes","Outbound","Thousand","11364"
"Number of Nights by Irish Residents","2019Q1","Male","Domestic","Thousand","2019"
"Number of Nights by Irish Residents","2019Q1","Male","Outbound","Thousand","5878"
"Number of Nights by Irish Residents","2019Q1","Female","Domestic","Thousand","2354"
"Number of Nights by Irish Residents","2019Q1","Female","Outbound","Thousand","5486"
"Number of Nights by Irish Residents","2019Q2","Both sexes","Domestic","Thousand","6794"
"Number of Nights by Irish Residents","2019Q2","Both sexes","Outbound","Thousand","16848"
"Number of Nights by Irish Residents","2019Q2","Male","Domestic","Thousand","3207"
"Number of Nights by Irish Residents","2019Q2","Male","Outbound","Thousand","7914"
"Number of Nights by Irish Residents","2019Q2","Female","Domestic","Thousand","3586"
"Number of Nights by Irish Residents","2019Q2","Female","Outbound","Thousand","8934"
"Number of Nights by Irish Residents","2019Q3","Both sexes","Domestic","Thousand","12713"
"Number of Nights by Irish Residents","2019Q3","Both sexes","Outbound","Thousand","25867"
"Number of Nights by Irish Residents","2019Q3","Male","Domestic","Thousand","5616"
"Number of Nights by Irish Residents","2019Q3","Male","Outbound","Thousand","13251"
"Number of Nights by Irish Residents","2019Q3","Female","Domestic","Thousand","7096"
"Number of Nights by Irish Residents","2019Q3","Female","Outbound","Thousand","12615"
"Number of Nights by Irish Residents","2019Q4","Both sexes","Domestic","Thousand","5589"
"Number of Nights by Irish Residents","2019Q4","Both sexes","Outbound","Thousand","12848"
"Number of Nights by Irish Residents","2019Q4","Male","Domestic","Thousand","2675"
"Number of Nights by Irish Residents","2019Q4","Male","Outbound","Thousand","6351"
"Number of Nights by Irish Residents","2019Q4","Female","Domestic","Thousand","2914"
"Number of Nights by Irish Residents","2019Q4","Female","Outbound","Thousand","6497"
"Number of Nights by Irish Residents","2020Q1","Both sexes","Domestic","Thousand","4533"
"Number of Nights by Irish Residents","2020Q1","Both sexes","Outbound","Thousand","10082"
"Number of Nights by Irish Residents","2020Q1","Male","Domestic","Thousand","2015"
"Number of Nights by Irish Residents","2020Q1","Male","Outbound","Thousand","4982"
"Number of Nights by Irish Residents","2020Q1","Female","Domestic","Thousand","2518"
"Number of Nights by Irish Residents","2020Q1","Female","Outbound","Thousand","5101"
"Number of Nights by Irish Residents","2020Q2","Both sexes","Domestic","Thousand","875"
"Number of Nights by Irish Residents","2020Q2","Both sexes","Outbound","Thousand","427"
"Number of Nights by Irish Residents","2020Q2","Male","Domestic","Thousand",""
"Number of Nights by Irish Residents","2020Q2","Male","Outbound","Thousand",""
"Number of Nights by Irish Residents","2020Q2","Female","Domestic","Thousand",""
"Number of Nights by Irish Residents","2020Q2","Female","Outbound","Thousand",""
"Number of Nights by Irish Residents","2020Q3","Both sexes","Domestic","Thousand","14777"
"Number of Nights by Irish Residents","2020Q3","Both sexes","Outbound","Thousand","3820"
"Number of Nights by Irish Residents","2020Q3","Male","Domestic","Thousand","7173"
"Number of Nights by Irish Residents","2020Q3","Male","Outbound","Thousand",""
"Number of Nights by Irish Residents","2020Q3","Female","Domestic","Thousand","7604"
"Number of Nights by Irish Residents","2020Q3","Female","Outbound","Thousand",""
"Number of Nights by Irish Residents","2020Q4","Both sexes","Domestic","Thousand","3333"
"Number of Nights by Irish Residents","2020Q4","Both sexes","Outbound","Thousand","1268"
"Number of Nights by Irish Residents","2020Q4","Male","Domestic","Thousand","1517"
"Number of Nights by Irish Residents","2020Q4","Male","Outbound","Thousand",""
"Number of Nights by Irish Residents","2020Q4","Female","Domestic","Thousand","1815"
"Number of Nights by Irish Residents","2020Q4","Female","Outbound","Thousand",""
"Number of Nights by Irish Residents","2021Q1","Both sexes","Domestic","Thousand","1123"
"Number of Nights by Irish Residents","2021Q1","Both sexes","Outbound","Thousand","1367"
"Number of Nights by Irish Residents","2021Q1","Male","Domestic","Thousand","593"
"Number of Nights by Irish Residents","2021Q1","Male","Outbound","Thousand","472"
"Number of Nights by Irish Residents","2021Q1","Female","Domestic","Thousand","530"
"Number of Nights by Irish Residents","2021Q1","Female","Outbound","Thousand","895"
"Number of Nights by Irish Residents","2021Q2","Both sexes","Domestic","Thousand","2968"
"Number of Nights by Irish Residents","2021Q2","Both sexes","Outbound","Thousand","1706"
"Number of Nights by Irish Residents","2021Q2","Male","Domestic","Thousand","1380"
"Number of Nights by Irish Residents","2021Q2","Male","Outbound","Thousand","764"
"Number of Nights by Irish Residents","2021Q2","Female","Domestic","Thousand","1588"
"Number of Nights by Irish Residents","2021Q2","Female","Outbound","Thousand","943"
"Number of Nights by Irish Residents","2021Q3","Both sexes","Domestic","Thousand","10043"
"Number of Nights by Irish Residents","2021Q3","Both sexes","Outbound","Thousand","7116"
"Number of Nights by Irish Residents","2021Q3","Male","Domestic","Thousand","4572"
"Number of Nights by Irish Residents","2021Q3","Male","Outbound","Thousand","3928"
"Number of Nights by Irish Residents","2021Q3","Female","Domestic","Thousand","5471"
"Number of Nights by Irish Residents","2021Q3","Female","Outbound","Thousand","3188"
"Number of Nights by Irish Residents","2021Q4","Both sexes","Domestic","Thousand","3752"
"Number of Nights by Irish Residents","2021Q4","Both sexes","Outbound","Thousand","7254"
"Number of Nights by Irish Residents","2021Q4","Male","Domestic","Thousand","1712"
"Number of Nights by Irish Residents","2021Q4","Male","Outbound","Thousand","3812"
"Number of Nights by Irish Residents","2021Q4","Female","Domestic","Thousand","2040"
"Number of Nights by Irish Residents","2021Q4","Female","Outbound","Thousand","3442"
"Number of Nights by Irish Residents","2022Q1","Both sexes","Domestic","Thousand","5201"
"Number of Nights by Irish Residents","2022Q1","Both sexes","Outbound","Thousand","6068"
"Number of Nights by Irish Residents","2022Q1","Male","Domestic","Thousand","2450"
"Number of Nights by Irish Residents","2022Q1","Male","Outbound","Thousand","3149"
"Number of Nights by Irish Residents","2022Q1","Female","Domestic","Thousand","2750"
"Number of Nights by Irish Residents","2022Q1","Female","Outbound","Thousand","2919"
"Number of Nights by Irish Residents","2022Q2","Both sexes","Domestic","Thousand","7975"
"Number of Nights by Irish Residents","2022Q2","Both sexes","Outbound","Thousand","17000"
"Number of Nights by Irish Residents","2022Q2","Male","Domestic","Thousand","3635"
"Number of Nights by Irish Residents","2022Q2","Male","Outbound","Thousand","8109"
"Number of Nights by Irish Residents","2022Q2","Female","Domestic","Thousand","4340"
"Number of Nights by Irish Residents","2022Q2","Female","Outbound","Thousand","8892"
"Number of Nights by Irish Residents","2022Q3","Both sexes","Domestic","Thousand","14084"
"Number of Nights by Irish Residents","2022Q3","Both sexes","Outbound","Thousand","25593"
"Number of Nights by Irish Residents","2022Q3","Male","Domestic","Thousand","6646"
"Number of Nights by Irish Residents","2022Q3","Male","Outbound","Thousand","12502"
"Number of Nights by Irish Residents","2022Q3","Female","Domestic","Thousand","7438"
"Number of Nights by Irish Residents","2022Q3","Female","Outbound","Thousand","13091"
"Number of Nights by Irish Residents","2022Q4","Both sexes","Domestic","Thousand","6976"
"Number of Nights by Irish Residents","2022Q4","Both sexes","Outbound","Thousand","12544"
"Number of Nights by Irish Residents","2022Q4","Male","Domestic","Thousand","3075"
"Number of Nights by Irish Residents","2022Q4","Male","Outbound","Thousand","5862"
"Number of Nights by Irish Residents","2022Q4","Female","Domestic","Thousand","3901"
"Number of Nights by Irish Residents","2022Q4","Female","Outbound","Thousand","6682"
"Number of Nights by Irish Residents","2023Q1","Both sexes","Domestic","Thousand","5206"
"Number of Nights by Irish Residents","2023Q1","Both sexes","Outbound","Thousand","15289"
"Number of Nights by Irish Residents","2023Q1","Male","Domestic","Thousand","2367"
"Number of Nights by Irish Residents","2023Q1","Male","Outbound","Thousand","8417"
"Number of Nights by Irish Residents","2023Q1","Female","Domestic","Thousand","2839"
"Number of Nights by Irish Residents","2023Q1","Female","Outbound","Thousand","6872"
"Number of Nights by Irish Residents","2023Q2","Both sexes","Domestic","Thousand","8267"
"Number of Nights by Irish Residents","2023Q2","Both sexes","Outbound","Thousand","21024"
"Number of Nights by Irish Residents","2023Q2","Male","Domestic","Thousand","4064"
"Number of Nights by Irish Residents","2023Q2","Male","Outbound","Thousand","10046"
"Number of Nights by Irish Residents","2023Q2","Female","Domestic","Thousand","4203"
"Number of Nights by Irish Residents","2023Q2","Female","Outbound","Thousand","10979"
"Number of Nights by Irish Residents","2023Q3","Both sexes","Domestic","Thousand","13201"
"Number of Nights by Irish Residents","2023Q3","Both sexes","Outbound","Thousand","27145"
"Number of Nights by Irish Residents","2023Q3","Male","Domestic","Thousand","6345"
"Number of Nights by Irish Residents","2023Q3","Male","Outbound","Thousand","13095"
"Number of Nights by Irish Residents","2023Q3","Female","Domestic","Thousand","6856"
"Number of Nights by Irish Residents","2023Q3","Female","Outbound","Thousand","14050"
"Average Length of Stay by Irish Residents","2000Q1","Both sexes","Domestic","Nights per Trip","3.1"
"Average Length of Stay by Irish Residents","2000Q1","Both sexes","Outbound","Nights per Trip","7.7"
"Average Length of Stay by Irish Residents","2000Q1","Male","Domestic","Nights per Trip","3.1"
"Average Length of Stay by Irish Residents","2000Q1","Male","Outbound","Nights per Trip","6.9"
"Average Length of Stay by Irish Residents","2000Q1","Female","Domestic","Nights per Trip","3"
"Average Length of Stay by Irish Residents","2000Q1","Female","Outbound","Nights per Trip","8.6"
"Average Length of Stay by Irish Residents","2000Q2","Both sexes","Domestic","Nights per Trip","3.7"
"Average Length of Stay by Irish Residents","2000Q2","Both sexes","Outbound","Nights per Trip","10.3"
"Average Length of Stay by Irish Residents","2000Q2","Male","Domestic","Nights per Trip","3.6"
"Average Length of Stay by Irish Residents","2000Q2","Male","Outbound","Nights per Trip","9.9"
"Average Length of Stay by Irish Residents","2000Q2","Female","Domestic","Nights per Trip","3.7"
"Average Length of Stay by Irish Residents","2000Q2","Female","Outbound","Nights per Trip","10.5"
"Average Length of Stay by Irish Residents","2000Q3","Both sexes","Domestic","Nights per Trip","5.1"
"Average Length of Stay by Irish Residents","2000Q3","Both sexes","Outbound","Nights per Trip","11.1"
"Average Length of Stay by Irish Residents","2000Q3","Male","Domestic","Nights per Trip","5"
"Average Length of Stay by Irish Residents","2000Q3","Male","Outbound","Nights per Trip","10.7"
"Average Length of Stay by Irish Residents","2000Q3","Female","Domestic","Nights per Trip","5.2"
"Average Length of Stay by Irish Residents","2000Q3","Female","Outbound","Nights per Trip","11.3"
"Average Length of Stay by Irish Residents","2000Q4","Both sexes","Domestic","Nights per Trip","2.8"
"Average Length of Stay by Irish Residents","2000Q4","Both sexes","Outbound","Nights per Trip","7.5"
"Average Length of Stay by Irish Residents","2000Q4","Male","Domestic","Nights per Trip","2.8"
"Average Length of Stay by Irish Residents","2000Q4","Male","Outbound","Nights per Trip","7"
"Average Length of Stay by Irish Residents","2000Q4","Female","Domestic","Nights per Trip","2.8"
"Average Length of Stay by Irish Residents","2000Q4","Female","Outbound","Nights per Trip","8.1"
"Average Length of Stay by Irish Residents","2001Q1","Both sexes","Domestic","Nights per Trip","2.7"
"Average Length of Stay by Irish Residents","2001Q1","Both sexes","Outbound","Nights per Trip","7.2"
"Average Length of Stay by Irish Residents","2001Q1","Male","Domestic","Nights per Trip","2.7"
"Average Length of Stay by Irish Residents","2001Q1","Male","Outbound","Nights per Trip","6.7"
"Average Length of Stay by Irish Residents","2001Q1","Female","Domestic","Nights per Trip","2.7"
"Average Length of Stay by Irish Residents","2001Q1","Female","Outbound","Nights per Trip","7.8"
