"Statistic Label","Quarter","Reason for Journey","Region Visited","UNIT","VALUE"
"Number of Nights by Irish Residents","2020Q2","Business","Eastern and Midland","Thousand",""
"Number of Nights by Irish Residents","2020Q2","Business","Dublin","Thousand",""
"Number of Nights by Irish Residents","2020Q2","Business","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2020Q2","Business","Midland","Thousand",""
"Number of Nights by Irish Residents","2020Q2","Visiting friends/relatives","State","Thousand",""
"Number of Nights by Irish Residents","2020Q2","Visiting friends/relatives","Northern and Western","Thousand",""
"Number of Nights by Irish Residents","2020Q2","Visiting friends/relatives","Border","Thousand",""
"Number of Nights by Irish Residents","2020Q2","Visiting friends/relatives","West","Thousand",""
"Number of Nights by Irish Residents","2020Q2","Visiting friends/relatives","Southern","Thousand",""
"Number of Nights by Irish Residents","2020Q2","Visiting friends/relatives","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2020Q2","Visiting friends/relatives","South-East","Thousand",""
"Number of Nights by Irish Residents","2020Q2","Visiting friends/relatives","South-West","Thousand",""
"Number of Nights by Irish Residents","2020Q2","Visiting friends/relatives","Eastern and Midland","Thousand",""
"Number of Nights by Irish Residents","2020Q2","Visiting friends/relatives","Dublin","Thousand",""
"Number of Nights by Irish Residents","2020Q2","Visiting friends/relatives","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2020Q2","Visiting friends/relatives","Midland","Thousand",""
"Number of Nights by Irish Residents","2020Q2","Other reasons","State","Thousand",""
"Number of Nights by Irish Residents","2020Q2","Other reasons","Northern and Western","Thousand",""
"Number of Nights by Irish Residents","2020Q2","Other reasons","Border","Thousand",""
"Number of Nights by Irish Residents","2020Q2","Other reasons","West","Thousand",""
"Number of Nights by Irish Residents","2020Q2","Other reasons","Southern","Thousand",""
"Number of Nights by Irish Residents","2020Q2","Other reasons","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2020Q2","Other reasons","South-East","Thousand",""
"Number of Nights by Irish Residents","2020Q2","Other reasons","South-West","Thousand",""
"Number of Nights by Irish Residents","2020Q2","Other reasons","Eastern and Midland","Thousand",""
"Number of Nights by Irish Residents","2020Q2","Other reasons","Dublin","Thousand",""
"Number of Nights by Irish Residents","2020Q2","Other reasons","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2020Q2","Other reasons","Midland","Thousand",""
"Number of Nights by Irish Residents","2020Q3","All reasons for journey","State","Thousand","14777"
"Number of Nights by Irish Residents","2020Q3","All reasons for journey","Northern and Western","Thousand","4624"
"Number of Nights by Irish Residents","2020Q3","All reasons for journey","Border","Thousand",""
"Number of Nights by Irish Residents","2020Q3","All reasons for journey","West","Thousand",""
"Number of Nights by Irish Residents","2020Q3","All reasons for journey","Southern","Thousand","8609"
"Number of Nights by Irish Residents","2020Q3","All reasons for journey","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2020Q3","All reasons for journey","South-East","Thousand",""
"Number of Nights by Irish Residents","2020Q3","All reasons for journey","South-West","Thousand",""
"Number of Nights by Irish Residents","2020Q3","All reasons for journey","Eastern and Midland","Thousand","1545"
"Number of Nights by Irish Residents","2020Q3","All reasons for journey","Dublin","Thousand",""
"Number of Nights by Irish Residents","2020Q3","All reasons for journey","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2020Q3","All reasons for journey","Midland","Thousand",""
"Number of Nights by Irish Residents","2020Q3","Holiday","State","Thousand","10801"
"Number of Nights by Irish Residents","2020Q3","Holiday","Northern and Western","Thousand","3445"
"Number of Nights by Irish Residents","2020Q3","Holiday","Border","Thousand",""
"Number of Nights by Irish Residents","2020Q3","Holiday","West","Thousand",""
"Number of Nights by Irish Residents","2020Q3","Holiday","Southern","Thousand","6516"
"Number of Nights by Irish Residents","2020Q3","Holiday","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2020Q3","Holiday","South-East","Thousand",""
"Number of Nights by Irish Residents","2020Q3","Holiday","South-West","Thousand",""
"Number of Nights by Irish Residents","2020Q3","Holiday","Eastern and Midland","Thousand","840"
"Number of Nights by Irish Residents","2020Q3","Holiday","Dublin","Thousand",""
"Number of Nights by Irish Residents","2020Q3","Holiday","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2020Q3","Holiday","Midland","Thousand",""
"Number of Nights by Irish Residents","2020Q3","Business","State","Thousand","115"
"Number of Nights by Irish Residents","2020Q3","Business","Northern and Western","Thousand","19"
"Number of Nights by Irish Residents","2020Q3","Business","Border","Thousand",""
"Number of Nights by Irish Residents","2020Q3","Business","West","Thousand",""
"Number of Nights by Irish Residents","2020Q3","Business","Southern","Thousand","35"
"Number of Nights by Irish Residents","2020Q3","Business","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2020Q3","Business","South-East","Thousand",""
"Number of Nights by Irish Residents","2020Q3","Business","South-West","Thousand",""
"Number of Nights by Irish Residents","2020Q3","Business","Eastern and Midland","Thousand","61"
"Number of Nights by Irish Residents","2020Q3","Business","Dublin","Thousand",""
"Number of Nights by Irish Residents","2020Q3","Business","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2020Q3","Business","Midland","Thousand",""
"Number of Nights by Irish Residents","2020Q3","Visiting friends/relatives","State","Thousand","3633"
"Number of Nights by Irish Residents","2020Q3","Visiting friends/relatives","Northern and Western","Thousand","1126"
"Number of Nights by Irish Residents","2020Q3","Visiting friends/relatives","Border","Thousand",""
"Number of Nights by Irish Residents","2020Q3","Visiting friends/relatives","West","Thousand",""
"Number of Nights by Irish Residents","2020Q3","Visiting friends/relatives","Southern","Thousand","1942"
"Number of Nights by Irish Residents","2020Q3","Visiting friends/relatives","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2020Q3","Visiting friends/relatives","South-East","Thousand",""
"Number of Nights by Irish Residents","2020Q3","Visiting friends/relatives","South-West","Thousand",""
"Number of Nights by Irish Residents","2020Q3","Visiting friends/relatives","Eastern and Midland","Thousand","565"
"Number of Nights by Irish Residents","2020Q3","Visiting friends/relatives","Dublin","Thousand",""
"Number of Nights by Irish Residents","2020Q3","Visiting friends/relatives","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2020Q3","Visiting friends/relatives","Midland","Thousand",""
"Number of Nights by Irish Residents","2020Q3","Other reasons","State","Thousand","228"
"Number of Nights by Irish Residents","2020Q3","Other reasons","Northern and Western","Thousand","34"
"Number of Nights by Irish Residents","2020Q3","Other reasons","Border","Thousand",""
"Number of Nights by Irish Residents","2020Q3","Other reasons","West","Thousand",""
"Number of Nights by Irish Residents","2020Q3","Other reasons","Southern","Thousand","115"
"Number of Nights by Irish Residents","2020Q3","Other reasons","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2020Q3","Other reasons","South-East","Thousand",""
"Number of Nights by Irish Residents","2020Q3","Other reasons","South-West","Thousand",""
"Number of Nights by Irish Residents","2020Q3","Other reasons","Eastern and Midland","Thousand","79"
"Number of Nights by Irish Residents","2020Q3","Other reasons","Dublin","Thousand",""
"Number of Nights by Irish Residents","2020Q3","Other reasons","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2020Q3","Other reasons","Midland","Thousand",""
"Number of Nights by Irish Residents","2020Q4","All reasons for journey","State","Thousand","3333"
"Number of Nights by Irish Residents","2020Q4","All reasons for journey","Northern and Western","Thousand","976"
"Number of Nights by Irish Residents","2020Q4","All reasons for journey","Border","Thousand",""
"Number of Nights by Irish Residents","2020Q4","All reasons for journey","West","Thousand",""
"Number of Nights by Irish Residents","2020Q4","All reasons for journey","Southern","Thousand","1413"
"Number of Nights by Irish Residents","2020Q4","All reasons for journey","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2020Q4","All reasons for journey","South-East","Thousand",""
"Number of Nights by Irish Residents","2020Q4","All reasons for journey","South-West","Thousand",""
"Number of Nights by Irish Residents","2020Q4","All reasons for journey","Eastern and Midland","Thousand","943"
"Number of Nights by Irish Residents","2020Q4","All reasons for journey","Dublin","Thousand",""
"Number of Nights by Irish Residents","2020Q4","All reasons for journey","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2020Q4","All reasons for journey","Midland","Thousand",""
"Number of Nights by Irish Residents","2020Q4","Holiday","State","Thousand","633"
"Number of Nights by Irish Residents","2020Q4","Holiday","Northern and Western","Thousand","179"
"Number of Nights by Irish Residents","2020Q4","Holiday","Border","Thousand",""
"Number of Nights by Irish Residents","2020Q4","Holiday","West","Thousand",""
"Number of Nights by Irish Residents","2020Q4","Holiday","Southern","Thousand","304"
"Number of Nights by Irish Residents","2020Q4","Holiday","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2020Q4","Holiday","South-East","Thousand",""
"Number of Nights by Irish Residents","2020Q4","Holiday","South-West","Thousand",""
"Number of Nights by Irish Residents","2020Q4","Holiday","Eastern and Midland","Thousand","150"
"Number of Nights by Irish Residents","2020Q4","Holiday","Dublin","Thousand",""
"Number of Nights by Irish Residents","2020Q4","Holiday","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2020Q4","Holiday","Midland","Thousand",""
"Number of Nights by Irish Residents","2020Q4","Business","State","Thousand","167"
"Number of Nights by Irish Residents","2020Q4","Business","Northern and Western","Thousand","6"
"Number of Nights by Irish Residents","2020Q4","Business","Border","Thousand",""
"Number of Nights by Irish Residents","2020Q4","Business","West","Thousand",""
"Number of Nights by Irish Residents","2020Q4","Business","Southern","Thousand","69"
"Number of Nights by Irish Residents","2020Q4","Business","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2020Q4","Business","South-East","Thousand",""
"Number of Nights by Irish Residents","2020Q4","Business","South-West","Thousand",""
"Number of Nights by Irish Residents","2020Q4","Business","Eastern and Midland","Thousand","93"
"Number of Nights by Irish Residents","2020Q4","Business","Dublin","Thousand",""
"Number of Nights by Irish Residents","2020Q4","Business","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2020Q4","Business","Midland","Thousand",""
"Number of Nights by Irish Residents","2020Q4","Visiting friends/relatives","State","Thousand","1674"
"Number of Nights by Irish Residents","2020Q4","Visiting friends/relatives","Northern and Western","Thousand","473"
"Number of Nights by Irish Residents","2020Q4","Visiting friends/relatives","Border","Thousand",""
"Number of Nights by Irish Residents","2020Q4","Visiting friends/relatives","West","Thousand",""
"Number of Nights by Irish Residents","2020Q4","Visiting friends/relatives","Southern","Thousand","774"
"Number of Nights by Irish Residents","2020Q4","Visiting friends/relatives","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2020Q4","Visiting friends/relatives","South-East","Thousand",""
"Number of Nights by Irish Residents","2020Q4","Visiting friends/relatives","South-West","Thousand",""
"Number of Nights by Irish Residents","2020Q4","Visiting friends/relatives","Eastern and Midland","Thousand","426"
"Number of Nights by Irish Residents","2020Q4","Visiting friends/relatives","Dublin","Thousand",""
"Number of Nights by Irish Residents","2020Q4","Visiting friends/relatives","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2020Q4","Visiting friends/relatives","Midland","Thousand",""
"Number of Nights by Irish Residents","2020Q4","Other reasons","State","Thousand","859"
"Number of Nights by Irish Residents","2020Q4","Other reasons","Northern and Western","Thousand","318"
"Number of Nights by Irish Residents","2020Q4","Other reasons","Border","Thousand",""
"Number of Nights by Irish Residents","2020Q4","Other reasons","West","Thousand",""
"Number of Nights by Irish Residents","2020Q4","Other reasons","Southern","Thousand","266"
"Number of Nights by Irish Residents","2020Q4","Other reasons","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2020Q4","Other reasons","South-East","Thousand",""
"Number of Nights by Irish Residents","2020Q4","Other reasons","South-West","Thousand",""
"Number of Nights by Irish Residents","2020Q4","Other reasons","Eastern and Midland","Thousand","275"
"Number of Nights by Irish Residents","2020Q4","Other reasons","Dublin","Thousand",""
"Number of Nights by Irish Residents","2020Q4","Other reasons","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2020Q4","Other reasons","Midland","Thousand",""
"Number of Nights by Irish Residents","2021Q1","All reasons for journey","State","Thousand","1123"
"Number of Nights by Irish Residents","2021Q1","All reasons for journey","Northern and Western","Thousand","372"
"Number of Nights by Irish Residents","2021Q1","All reasons for journey","Border","Thousand",""
"Number of Nights by Irish Residents","2021Q1","All reasons for journey","West","Thousand",""
"Number of Nights by Irish Residents","2021Q1","All reasons for journey","Southern","Thousand","435"
"Number of Nights by Irish Residents","2021Q1","All reasons for journey","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2021Q1","All reasons for journey","South-East","Thousand",""
"Number of Nights by Irish Residents","2021Q1","All reasons for journey","South-West","Thousand",""
"Number of Nights by Irish Residents","2021Q1","All reasons for journey","Eastern and Midland","Thousand","316"
"Number of Nights by Irish Residents","2021Q1","All reasons for journey","Dublin","Thousand",""
"Number of Nights by Irish Residents","2021Q1","All reasons for journey","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2021Q1","All reasons for journey","Midland","Thousand",""
"Number of Nights by Irish Residents","2021Q1","Holiday","State","Thousand","24"
"Number of Nights by Irish Residents","2021Q1","Holiday","Northern and Western","Thousand","24"
"Number of Nights by Irish Residents","2021Q1","Holiday","Border","Thousand",""
"Number of Nights by Irish Residents","2021Q1","Holiday","West","Thousand",""
"Number of Nights by Irish Residents","2021Q1","Holiday","Southern","Thousand",""
"Number of Nights by Irish Residents","2021Q1","Holiday","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2021Q1","Holiday","South-East","Thousand",""
"Number of Nights by Irish Residents","2021Q1","Holiday","South-West","Thousand",""
"Number of Nights by Irish Residents","2021Q1","Holiday","Eastern and Midland","Thousand",""
"Number of Nights by Irish Residents","2021Q1","Holiday","Dublin","Thousand",""
"Number of Nights by Irish Residents","2021Q1","Holiday","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2021Q1","Holiday","Midland","Thousand",""
"Number of Nights by Irish Residents","2021Q1","Business","State","Thousand","76"
"Number of Nights by Irish Residents","2021Q1","Business","Northern and Western","Thousand","35"
"Number of Nights by Irish Residents","2021Q1","Business","Border","Thousand",""
"Number of Nights by Irish Residents","2021Q1","Business","West","Thousand",""
"Number of Nights by Irish Residents","2021Q1","Business","Southern","Thousand","13"
"Number of Nights by Irish Residents","2021Q1","Business","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2021Q1","Business","South-East","Thousand",""
"Number of Nights by Irish Residents","2021Q1","Business","South-West","Thousand",""
"Number of Nights by Irish Residents","2021Q1","Business","Eastern and Midland","Thousand","28"
"Number of Nights by Irish Residents","2021Q1","Business","Dublin","Thousand",""
"Number of Nights by Irish Residents","2021Q1","Business","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2021Q1","Business","Midland","Thousand",""
"Number of Nights by Irish Residents","2021Q1","Visiting friends/relatives","State","Thousand","643"
"Number of Nights by Irish Residents","2021Q1","Visiting friends/relatives","Northern and Western","Thousand","211"
"Number of Nights by Irish Residents","2021Q1","Visiting friends/relatives","Border","Thousand",""
"Number of Nights by Irish Residents","2021Q1","Visiting friends/relatives","West","Thousand",""
"Number of Nights by Irish Residents","2021Q1","Visiting friends/relatives","Southern","Thousand","250"
"Number of Nights by Irish Residents","2021Q1","Visiting friends/relatives","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2021Q1","Visiting friends/relatives","South-East","Thousand",""
"Number of Nights by Irish Residents","2021Q1","Visiting friends/relatives","South-West","Thousand",""
"Number of Nights by Irish Residents","2021Q1","Visiting friends/relatives","Eastern and Midland","Thousand","182"
"Number of Nights by Irish Residents","2021Q1","Visiting friends/relatives","Dublin","Thousand",""
"Number of Nights by Irish Residents","2021Q1","Visiting friends/relatives","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2021Q1","Visiting friends/relatives","Midland","Thousand",""
"Number of Nights by Irish Residents","2021Q1","Other reasons","State","Thousand","381"
"Number of Nights by Irish Residents","2021Q1","Other reasons","Northern and Western","Thousand","102"
"Number of Nights by Irish Residents","2021Q1","Other reasons","Border","Thousand",""
"Number of Nights by Irish Residents","2021Q1","Other reasons","West","Thousand",""
"Number of Nights by Irish Residents","2021Q1","Other reasons","Southern","Thousand","172"
"Number of Nights by Irish Residents","2021Q1","Other reasons","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2021Q1","Other reasons","South-East","Thousand",""
"Number of Nights by Irish Residents","2021Q1","Other reasons","South-West","Thousand",""
"Number of Nights by Irish Residents","2021Q1","Other reasons","Eastern and Midland","Thousand","106"
"Number of Nights by Irish Residents","2021Q1","Other reasons","Dublin","Thousand",""
"Number of Nights by Irish Residents","2021Q1","Other reasons","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2021Q1","Other reasons","Midland","Thousand",""
"Number of Nights by Irish Residents","2021Q2","All reasons for journey","State","Thousand","2968"
"Number of Nights by Irish Residents","2021Q2","All reasons for journey","Northern and Western","Thousand","964"
"Number of Nights by Irish Residents","2021Q2","All reasons for journey","Border","Thousand",""
"Number of Nights by Irish Residents","2021Q2","All reasons for journey","West","Thousand",""
"Number of Nights by Irish Residents","2021Q2","All reasons for journey","Southern","Thousand","1257"
"Number of Nights by Irish Residents","2021Q2","All reasons for journey","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2021Q2","All reasons for journey","South-East","Thousand",""
"Number of Nights by Irish Residents","2021Q2","All reasons for journey","South-West","Thousand",""
"Number of Nights by Irish Residents","2021Q2","All reasons for journey","Eastern and Midland","Thousand","746"
"Number of Nights by Irish Residents","2021Q2","All reasons for journey","Dublin","Thousand",""
"Number of Nights by Irish Residents","2021Q2","All reasons for journey","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2021Q2","All reasons for journey","Midland","Thousand",""
"Number of Nights by Irish Residents","2021Q2","Holiday","State","Thousand","1425"
"Number of Nights by Irish Residents","2021Q2","Holiday","Northern and Western","Thousand","454"
"Number of Nights by Irish Residents","2021Q2","Holiday","Border","Thousand",""
"Number of Nights by Irish Residents","2021Q2","Holiday","West","Thousand",""
"Number of Nights by Irish Residents","2021Q2","Holiday","Southern","Thousand","855"
"Number of Nights by Irish Residents","2021Q2","Holiday","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2021Q2","Holiday","South-East","Thousand",""
"Number of Nights by Irish Residents","2021Q2","Holiday","South-West","Thousand",""
"Number of Nights by Irish Residents","2021Q2","Holiday","Eastern and Midland","Thousand","116"
"Number of Nights by Irish Residents","2021Q2","Holiday","Dublin","Thousand",""
"Number of Nights by Irish Residents","2021Q2","Holiday","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2021Q2","Holiday","Midland","Thousand",""
"Number of Nights by Irish Residents","2021Q2","Business","State","Thousand","67"
"Number of Nights by Irish Residents","2021Q2","Business","Northern and Western","Thousand","14"
"Number of Nights by Irish Residents","2021Q2","Business","Border","Thousand",""
"Number of Nights by Irish Residents","2021Q2","Business","West","Thousand",""
"Number of Nights by Irish Residents","2021Q2","Business","Southern","Thousand","19"
"Number of Nights by Irish Residents","2021Q2","Business","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2021Q2","Business","South-East","Thousand",""
"Number of Nights by Irish Residents","2021Q2","Business","South-West","Thousand",""
"Number of Nights by Irish Residents","2021Q2","Business","Eastern and Midland","Thousand","34"
"Number of Nights by Irish Residents","2021Q2","Business","Dublin","Thousand",""
"Number of Nights by Irish Residents","2021Q2","Business","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2021Q2","Business","Midland","Thousand",""
"Number of Nights by Irish Residents","2021Q2","Visiting friends/relatives","State","Thousand","1123"
"Number of Nights by Irish Residents","2021Q2","Visiting friends/relatives","Northern and Western","Thousand","394"
"Number of Nights by Irish Residents","2021Q2","Visiting friends/relatives","Border","Thousand",""
"Number of Nights by Irish Residents","2021Q2","Visiting friends/relatives","West","Thousand",""
"Number of Nights by Irish Residents","2021Q2","Visiting friends/relatives","Southern","Thousand","285"
"Number of Nights by Irish Residents","2021Q2","Visiting friends/relatives","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2021Q2","Visiting friends/relatives","South-East","Thousand",""
"Number of Nights by Irish Residents","2021Q2","Visiting friends/relatives","South-West","Thousand",""
"Number of Nights by Irish Residents","2021Q2","Visiting friends/relatives","Eastern and Midland","Thousand","444"
"Number of Nights by Irish Residents","2021Q2","Visiting friends/relatives","Dublin","Thousand",""
"Number of Nights by Irish Residents","2021Q2","Visiting friends/relatives","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2021Q2","Visiting friends/relatives","Midland","Thousand",""
"Number of Nights by Irish Residents","2021Q2","Other reasons","State","Thousand","353"
"Number of Nights by Irish Residents","2021Q2","Other reasons","Northern and Western","Thousand","102"
"Number of Nights by Irish Residents","2021Q2","Other reasons","Border","Thousand",""
"Number of Nights by Irish Residents","2021Q2","Other reasons","West","Thousand",""
"Number of Nights by Irish Residents","2021Q2","Other reasons","Southern","Thousand","100"
"Number of Nights by Irish Residents","2021Q2","Other reasons","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2021Q2","Other reasons","South-East","Thousand",""
"Number of Nights by Irish Residents","2021Q2","Other reasons","South-West","Thousand",""
"Number of Nights by Irish Residents","2021Q2","Other reasons","Eastern and Midland","Thousand","151"
"Number of Nights by Irish Residents","2021Q2","Other reasons","Dublin","Thousand",""
"Number of Nights by Irish Residents","2021Q2","Other reasons","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2021Q2","Other reasons","Midland","Thousand",""
"Number of Nights by Irish Residents","2021Q3","All reasons for journey","State","Thousand","10043"
"Number of Nights by Irish Residents","2021Q3","All reasons for journey","Northern and Western","Thousand","3048"
"Number of Nights by Irish Residents","2021Q3","All reasons for journey","Border","Thousand",""
"Number of Nights by Irish Residents","2021Q3","All reasons for journey","West","Thousand",""
"Number of Nights by Irish Residents","2021Q3","All reasons for journey","Southern","Thousand","5330"
"Number of Nights by Irish Residents","2021Q3","All reasons for journey","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2021Q3","All reasons for journey","South-East","Thousand",""
"Number of Nights by Irish Residents","2021Q3","All reasons for journey","South-West","Thousand",""
"Number of Nights by Irish Residents","2021Q3","All reasons for journey","Eastern and Midland","Thousand","1665"
"Number of Nights by Irish Residents","2021Q3","All reasons for journey","Dublin","Thousand",""
"Number of Nights by Irish Residents","2021Q3","All reasons for journey","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2021Q3","All reasons for journey","Midland","Thousand",""
"Number of Nights by Irish Residents","2021Q3","Holiday","State","Thousand","7922"
"Number of Nights by Irish Residents","2021Q3","Holiday","Northern and Western","Thousand","2473"
"Number of Nights by Irish Residents","2021Q3","Holiday","Border","Thousand",""
"Number of Nights by Irish Residents","2021Q3","Holiday","West","Thousand",""
"Number of Nights by Irish Residents","2021Q3","Holiday","Southern","Thousand","4385"
"Number of Nights by Irish Residents","2021Q3","Holiday","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2021Q3","Holiday","South-East","Thousand",""
"Number of Nights by Irish Residents","2021Q3","Holiday","South-West","Thousand",""
"Number of Nights by Irish Residents","2021Q3","Holiday","Eastern and Midland","Thousand","1064"
"Number of Nights by Irish Residents","2021Q3","Holiday","Dublin","Thousand",""
"Number of Nights by Irish Residents","2021Q3","Holiday","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2021Q3","Holiday","Midland","Thousand",""
"Number of Nights by Irish Residents","2021Q3","Business","State","Thousand","60"
"Number of Nights by Irish Residents","2021Q3","Business","Northern and Western","Thousand","12"
"Number of Nights by Irish Residents","2021Q3","Business","Border","Thousand",""
"Number of Nights by Irish Residents","2021Q3","Business","West","Thousand",""
"Number of Nights by Irish Residents","2021Q3","Business","Southern","Thousand","19"
"Number of Nights by Irish Residents","2021Q3","Business","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2021Q3","Business","South-East","Thousand",""
"Number of Nights by Irish Residents","2021Q3","Business","South-West","Thousand",""
"Number of Nights by Irish Residents","2021Q3","Business","Eastern and Midland","Thousand","30"
"Number of Nights by Irish Residents","2021Q3","Business","Dublin","Thousand",""
"Number of Nights by Irish Residents","2021Q3","Business","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2021Q3","Business","Midland","Thousand",""
"Number of Nights by Irish Residents","2021Q3","Visiting friends/relatives","State","Thousand","1739"
"Number of Nights by Irish Residents","2021Q3","Visiting friends/relatives","Northern and Western","Thousand","512"
"Number of Nights by Irish Residents","2021Q3","Visiting friends/relatives","Border","Thousand",""
"Number of Nights by Irish Residents","2021Q3","Visiting friends/relatives","West","Thousand",""
"Number of Nights by Irish Residents","2021Q3","Visiting friends/relatives","Southern","Thousand","841"
"Number of Nights by Irish Residents","2021Q3","Visiting friends/relatives","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2021Q3","Visiting friends/relatives","South-East","Thousand",""
"Number of Nights by Irish Residents","2021Q3","Visiting friends/relatives","South-West","Thousand",""
"Number of Nights by Irish Residents","2021Q3","Visiting friends/relatives","Eastern and Midland","Thousand","386"
"Number of Nights by Irish Residents","2021Q3","Visiting friends/relatives","Dublin","Thousand",""
"Number of Nights by Irish Residents","2021Q3","Visiting friends/relatives","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2021Q3","Visiting friends/relatives","Midland","Thousand",""
"Number of Nights by Irish Residents","2021Q3","Other reasons","State","Thousand","322"
"Number of Nights by Irish Residents","2021Q3","Other reasons","Northern and Western","Thousand","52"
"Number of Nights by Irish Residents","2021Q3","Other reasons","Border","Thousand",""
"Number of Nights by Irish Residents","2021Q3","Other reasons","West","Thousand",""
"Number of Nights by Irish Residents","2021Q3","Other reasons","Southern","Thousand","85"
"Number of Nights by Irish Residents","2021Q3","Other reasons","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2021Q3","Other reasons","South-East","Thousand",""
"Number of Nights by Irish Residents","2021Q3","Other reasons","South-West","Thousand",""
"Number of Nights by Irish Residents","2021Q3","Other reasons","Eastern and Midland","Thousand","185"
"Number of Nights by Irish Residents","2021Q3","Other reasons","Dublin","Thousand",""
"Number of Nights by Irish Residents","2021Q3","Other reasons","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2021Q3","Other reasons","Midland","Thousand",""
"Number of Nights by Irish Residents","2021Q4","All reasons for journey","State","Thousand","3752"
"Number of Nights by Irish Residents","2021Q4","All reasons for journey","Northern and Western","Thousand","1106"
"Number of Nights by Irish Residents","2021Q4","All reasons for journey","Border","Thousand",""
"Number of Nights by Irish Residents","2021Q4","All reasons for journey","West","Thousand",""
"Number of Nights by Irish Residents","2021Q4","All reasons for journey","Southern","Thousand","1757"
"Number of Nights by Irish Residents","2021Q4","All reasons for journey","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2021Q4","All reasons for journey","South-East","Thousand",""
"Number of Nights by Irish Residents","2021Q4","All reasons for journey","South-West","Thousand",""
"Number of Nights by Irish Residents","2021Q4","All reasons for journey","Eastern and Midland","Thousand","889"
"Number of Nights by Irish Residents","2021Q4","All reasons for journey","Dublin","Thousand",""
"Number of Nights by Irish Residents","2021Q4","All reasons for journey","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2021Q4","All reasons for journey","Midland","Thousand",""
"Number of Nights by Irish Residents","2021Q4","Holiday","State","Thousand","1464"
"Number of Nights by Irish Residents","2021Q4","Holiday","Northern and Western","Thousand","422"
"Number of Nights by Irish Residents","2021Q4","Holiday","Border","Thousand",""
"Number of Nights by Irish Residents","2021Q4","Holiday","West","Thousand",""
"Number of Nights by Irish Residents","2021Q4","Holiday","Southern","Thousand","719"
"Number of Nights by Irish Residents","2021Q4","Holiday","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2021Q4","Holiday","South-East","Thousand",""
"Number of Nights by Irish Residents","2021Q4","Holiday","South-West","Thousand",""
"Number of Nights by Irish Residents","2021Q4","Holiday","Eastern and Midland","Thousand","324"
"Number of Nights by Irish Residents","2021Q4","Holiday","Dublin","Thousand",""
"Number of Nights by Irish Residents","2021Q4","Holiday","Mid-East","Thousand",""
