"Statistic Label","Quarter","Reason for Journey","Region Visited","UNIT","VALUE"
"Number of Nights by Irish Residents","2007Q2","Holiday","Midland","Thousand","64"
"Number of Nights by Irish Residents","2007Q2","Holiday","West","Thousand","615"
"Number of Nights by Irish Residents","2007Q2","Holiday","Southern and Eastern","Thousand","2302"
"Number of Nights by Irish Residents","2007Q2","Holiday","Dublin","Thousand","154"
"Number of Nights by Irish Residents","2007Q2","Holiday","Mid-East","Thousand","112"
"Number of Nights by Irish Residents","2007Q2","Holiday","Mid-West","Thousand","356"
"Number of Nights by Irish Residents","2007Q2","Holiday","South-East","Thousand","617"
"Number of Nights by Irish Residents","2007Q2","Holiday","South-West","Thousand","1063"
"Number of Nights by Irish Residents","2007Q2","Business","State","Thousand","478"
"Number of Nights by Irish Residents","2007Q2","Business","Border, Midland and Western","Thousand","120"
"Number of Nights by Irish Residents","2007Q2","Business","Border","Thousand","28"
"Number of Nights by Irish Residents","2007Q2","Business","Midland","Thousand","27"
"Number of Nights by Irish Residents","2007Q2","Business","West","Thousand","65"
"Number of Nights by Irish Residents","2007Q2","Business","Southern and Eastern","Thousand","359"
"Number of Nights by Irish Residents","2007Q2","Business","Dublin","Thousand","109"
"Number of Nights by Irish Residents","2007Q2","Business","Mid-East","Thousand","40"
"Number of Nights by Irish Residents","2007Q2","Business","Mid-West","Thousand","44"
"Number of Nights by Irish Residents","2007Q2","Business","South-East","Thousand","35"
"Number of Nights by Irish Residents","2007Q2","Business","South-West","Thousand","131"
"Number of Nights by Irish Residents","2007Q2","Visiting friends/relatives","State","Thousand","1586"
"Number of Nights by Irish Residents","2007Q2","Visiting friends/relatives","Border, Midland and Western","Thousand","582"
"Number of Nights by Irish Residents","2007Q2","Visiting friends/relatives","Border","Thousand","245"
"Number of Nights by Irish Residents","2007Q2","Visiting friends/relatives","Midland","Thousand","49"
"Number of Nights by Irish Residents","2007Q2","Visiting friends/relatives","West","Thousand","288"
"Number of Nights by Irish Residents","2007Q2","Visiting friends/relatives","Southern and Eastern","Thousand","1004"
"Number of Nights by Irish Residents","2007Q2","Visiting friends/relatives","Dublin","Thousand","190"
"Number of Nights by Irish Residents","2007Q2","Visiting friends/relatives","Mid-East","Thousand","112"
"Number of Nights by Irish Residents","2007Q2","Visiting friends/relatives","Mid-West","Thousand","186"
"Number of Nights by Irish Residents","2007Q2","Visiting friends/relatives","South-East","Thousand","151"
"Number of Nights by Irish Residents","2007Q2","Visiting friends/relatives","South-West","Thousand","365"
"Number of Nights by Irish Residents","2007Q2","Other reasons","State","Thousand","412"
"Number of Nights by Irish Residents","2007Q2","Other reasons","Border, Midland and Western","Thousand","234"
"Number of Nights by Irish Residents","2007Q2","Other reasons","Border","Thousand","81"
"Number of Nights by Irish Residents","2007Q2","Other reasons","Midland","Thousand","22"
"Number of Nights by Irish Residents","2007Q2","Other reasons","West","Thousand","131"
"Number of Nights by Irish Residents","2007Q2","Other reasons","Southern and Eastern","Thousand","178"
"Number of Nights by Irish Residents","2007Q2","Other reasons","Dublin","Thousand","43"
"Number of Nights by Irish Residents","2007Q2","Other reasons","Mid-East","Thousand","19"
"Number of Nights by Irish Residents","2007Q2","Other reasons","Mid-West","Thousand","17"
"Number of Nights by Irish Residents","2007Q2","Other reasons","South-East","Thousand","17"
"Number of Nights by Irish Residents","2007Q2","Other reasons","South-West","Thousand","82"
"Number of Nights by Irish Residents","2007Q3","All reasons for journey","State","Thousand","11415"
"Number of Nights by Irish Residents","2007Q3","All reasons for journey","Border, Midland and Western","Thousand","2990"
"Number of Nights by Irish Residents","2007Q3","All reasons for journey","Border","Thousand",""
"Number of Nights by Irish Residents","2007Q3","All reasons for journey","Midland","Thousand",""
"Number of Nights by Irish Residents","2007Q3","All reasons for journey","West","Thousand",""
"Number of Nights by Irish Residents","2007Q3","All reasons for journey","Southern and Eastern","Thousand","8425"
"Number of Nights by Irish Residents","2007Q3","All reasons for journey","Dublin","Thousand",""
"Number of Nights by Irish Residents","2007Q3","All reasons for journey","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2007Q3","All reasons for journey","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2007Q3","All reasons for journey","South-East","Thousand",""
"Number of Nights by Irish Residents","2007Q3","All reasons for journey","South-West","Thousand",""
"Number of Nights by Irish Residents","2007Q3","Holiday","State","Thousand","8693"
"Number of Nights by Irish Residents","2007Q3","Holiday","Border, Midland and Western","Thousand","2198"
"Number of Nights by Irish Residents","2007Q3","Holiday","Border","Thousand",""
"Number of Nights by Irish Residents","2007Q3","Holiday","Midland","Thousand",""
"Number of Nights by Irish Residents","2007Q3","Holiday","West","Thousand",""
"Number of Nights by Irish Residents","2007Q3","Holiday","Southern and Eastern","Thousand","6495"
"Number of Nights by Irish Residents","2007Q3","Holiday","Dublin","Thousand",""
"Number of Nights by Irish Residents","2007Q3","Holiday","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2007Q3","Holiday","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2007Q3","Holiday","South-East","Thousand",""
"Number of Nights by Irish Residents","2007Q3","Holiday","South-West","Thousand",""
"Number of Nights by Irish Residents","2007Q3","Business","State","Thousand","350"
"Number of Nights by Irish Residents","2007Q3","Business","Border, Midland and Western","Thousand","89"
"Number of Nights by Irish Residents","2007Q3","Business","Border","Thousand",""
"Number of Nights by Irish Residents","2007Q3","Business","Midland","Thousand",""
"Number of Nights by Irish Residents","2007Q3","Business","West","Thousand",""
"Number of Nights by Irish Residents","2007Q3","Business","Southern and Eastern","Thousand","261"
"Number of Nights by Irish Residents","2007Q3","Business","Dublin","Thousand",""
"Number of Nights by Irish Residents","2007Q3","Business","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2007Q3","Business","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2007Q3","Business","South-East","Thousand",""
"Number of Nights by Irish Residents","2007Q3","Business","South-West","Thousand",""
"Number of Nights by Irish Residents","2007Q3","Visiting friends/relatives","State","Thousand","1858"
"Number of Nights by Irish Residents","2007Q3","Visiting friends/relatives","Border, Midland and Western","Thousand","505"
"Number of Nights by Irish Residents","2007Q3","Visiting friends/relatives","Border","Thousand",""
"Number of Nights by Irish Residents","2007Q3","Visiting friends/relatives","Midland","Thousand",""
"Number of Nights by Irish Residents","2007Q3","Visiting friends/relatives","West","Thousand",""
"Number of Nights by Irish Residents","2007Q3","Visiting friends/relatives","Southern and Eastern","Thousand","1353"
"Number of Nights by Irish Residents","2007Q3","Visiting friends/relatives","Dublin","Thousand",""
"Number of Nights by Irish Residents","2007Q3","Visiting friends/relatives","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2007Q3","Visiting friends/relatives","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2007Q3","Visiting friends/relatives","South-East","Thousand",""
"Number of Nights by Irish Residents","2007Q3","Visiting friends/relatives","South-West","Thousand",""
"Number of Nights by Irish Residents","2007Q3","Other reasons","State","Thousand","514"
"Number of Nights by Irish Residents","2007Q3","Other reasons","Border, Midland and Western","Thousand","198"
"Number of Nights by Irish Residents","2007Q3","Other reasons","Border","Thousand",""
"Number of Nights by Irish Residents","2007Q3","Other reasons","Midland","Thousand",""
"Number of Nights by Irish Residents","2007Q3","Other reasons","West","Thousand",""
"Number of Nights by Irish Residents","2007Q3","Other reasons","Southern and Eastern","Thousand","316"
"Number of Nights by Irish Residents","2007Q3","Other reasons","Dublin","Thousand",""
"Number of Nights by Irish Residents","2007Q3","Other reasons","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2007Q3","Other reasons","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2007Q3","Other reasons","South-East","Thousand",""
"Number of Nights by Irish Residents","2007Q3","Other reasons","South-West","Thousand",""
"Number of Nights by Irish Residents","2007Q4","All reasons for journey","State","Thousand","5021"
"Number of Nights by Irish Residents","2007Q4","All reasons for journey","Border, Midland and Western","Thousand","1566"
"Number of Nights by Irish Residents","2007Q4","All reasons for journey","Border","Thousand",""
"Number of Nights by Irish Residents","2007Q4","All reasons for journey","Midland","Thousand",""
"Number of Nights by Irish Residents","2007Q4","All reasons for journey","West","Thousand",""
"Number of Nights by Irish Residents","2007Q4","All reasons for journey","Southern and Eastern","Thousand","3455"
"Number of Nights by Irish Residents","2007Q4","All reasons for journey","Dublin","Thousand",""
"Number of Nights by Irish Residents","2007Q4","All reasons for journey","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2007Q4","All reasons for journey","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2007Q4","All reasons for journey","South-East","Thousand",""
"Number of Nights by Irish Residents","2007Q4","All reasons for journey","South-West","Thousand",""
"Number of Nights by Irish Residents","2007Q4","Holiday","State","Thousand","2285"
"Number of Nights by Irish Residents","2007Q4","Holiday","Border, Midland and Western","Thousand","723"
"Number of Nights by Irish Residents","2007Q4","Holiday","Border","Thousand",""
"Number of Nights by Irish Residents","2007Q4","Holiday","Midland","Thousand",""
"Number of Nights by Irish Residents","2007Q4","Holiday","West","Thousand",""
"Number of Nights by Irish Residents","2007Q4","Holiday","Southern and Eastern","Thousand","1561"
"Number of Nights by Irish Residents","2007Q4","Holiday","Dublin","Thousand",""
"Number of Nights by Irish Residents","2007Q4","Holiday","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2007Q4","Holiday","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2007Q4","Holiday","South-East","Thousand",""
"Number of Nights by Irish Residents","2007Q4","Holiday","South-West","Thousand",""
"Number of Nights by Irish Residents","2007Q4","Business","State","Thousand","466"
"Number of Nights by Irish Residents","2007Q4","Business","Border, Midland and Western","Thousand","137"
"Number of Nights by Irish Residents","2007Q4","Business","Border","Thousand",""
"Number of Nights by Irish Residents","2007Q4","Business","Midland","Thousand",""
"Number of Nights by Irish Residents","2007Q4","Business","West","Thousand",""
"Number of Nights by Irish Residents","2007Q4","Business","Southern and Eastern","Thousand","329"
"Number of Nights by Irish Residents","2007Q4","Business","Dublin","Thousand",""
"Number of Nights by Irish Residents","2007Q4","Business","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2007Q4","Business","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2007Q4","Business","South-East","Thousand",""
"Number of Nights by Irish Residents","2007Q4","Business","South-West","Thousand",""
"Number of Nights by Irish Residents","2007Q4","Visiting friends/relatives","State","Thousand","1867"
"Number of Nights by Irish Residents","2007Q4","Visiting friends/relatives","Border, Midland and Western","Thousand","611"
"Number of Nights by Irish Residents","2007Q4","Visiting friends/relatives","Border","Thousand",""
"Number of Nights by Irish Residents","2007Q4","Visiting friends/relatives","Midland","Thousand",""
"Number of Nights by Irish Residents","2007Q4","Visiting friends/relatives","West","Thousand",""
"Number of Nights by Irish Residents","2007Q4","Visiting friends/relatives","Southern and Eastern","Thousand","1256"
"Number of Nights by Irish Residents","2007Q4","Visiting friends/relatives","Dublin","Thousand",""
"Number of Nights by Irish Residents","2007Q4","Visiting friends/relatives","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2007Q4","Visiting friends/relatives","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2007Q4","Visiting friends/relatives","South-East","Thousand",""
"Number of Nights by Irish Residents","2007Q4","Visiting friends/relatives","South-West","Thousand",""
"Number of Nights by Irish Residents","2007Q4","Other reasons","State","Thousand","403"
"Number of Nights by Irish Residents","2007Q4","Other reasons","Border, Midland and Western","Thousand","94"
"Number of Nights by Irish Residents","2007Q4","Other reasons","Border","Thousand",""
"Number of Nights by Irish Residents","2007Q4","Other reasons","Midland","Thousand",""
"Number of Nights by Irish Residents","2007Q4","Other reasons","West","Thousand",""
"Number of Nights by Irish Residents","2007Q4","Other reasons","Southern and Eastern","Thousand","308"
"Number of Nights by Irish Residents","2007Q4","Other reasons","Dublin","Thousand",""
"Number of Nights by Irish Residents","2007Q4","Other reasons","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2007Q4","Other reasons","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2007Q4","Other reasons","South-East","Thousand",""
"Number of Nights by Irish Residents","2007Q4","Other reasons","South-West","Thousand",""
"Number of Nights by Irish Residents","2008Q1","All reasons for journey","State","Thousand","4626"
"Number of Nights by Irish Residents","2008Q1","All reasons for journey","Border, Midland and Western","Thousand","1381"
"Number of Nights by Irish Residents","2008Q1","All reasons for journey","Border","Thousand",""
"Number of Nights by Irish Residents","2008Q1","All reasons for journey","Midland","Thousand",""
"Number of Nights by Irish Residents","2008Q1","All reasons for journey","West","Thousand",""
"Number of Nights by Irish Residents","2008Q1","All reasons for journey","Southern and Eastern","Thousand","3245"
"Number of Nights by Irish Residents","2008Q1","All reasons for journey","Dublin","Thousand",""
"Number of Nights by Irish Residents","2008Q1","All reasons for journey","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2008Q1","All reasons for journey","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2008Q1","All reasons for journey","South-East","Thousand",""
"Number of Nights by Irish Residents","2008Q1","All reasons for journey","South-West","Thousand",""
"Number of Nights by Irish Residents","2008Q1","Holiday","State","Thousand","2336"
"Number of Nights by Irish Residents","2008Q1","Holiday","Border, Midland and Western","Thousand","717"
"Number of Nights by Irish Residents","2008Q1","Holiday","Border","Thousand",""
"Number of Nights by Irish Residents","2008Q1","Holiday","Midland","Thousand",""
"Number of Nights by Irish Residents","2008Q1","Holiday","West","Thousand",""
"Number of Nights by Irish Residents","2008Q1","Holiday","Southern and Eastern","Thousand","1619"
"Number of Nights by Irish Residents","2008Q1","Holiday","Dublin","Thousand",""
"Number of Nights by Irish Residents","2008Q1","Holiday","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2008Q1","Holiday","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2008Q1","Holiday","South-East","Thousand",""
"Number of Nights by Irish Residents","2008Q1","Holiday","South-West","Thousand",""
"Number of Nights by Irish Residents","2008Q1","Business","State","Thousand","425"
"Number of Nights by Irish Residents","2008Q1","Business","Border, Midland and Western","Thousand","98"
"Number of Nights by Irish Residents","2008Q1","Business","Border","Thousand",""
"Number of Nights by Irish Residents","2008Q1","Business","Midland","Thousand",""
"Number of Nights by Irish Residents","2008Q1","Business","West","Thousand",""
"Number of Nights by Irish Residents","2008Q1","Business","Southern and Eastern","Thousand","327"
"Number of Nights by Irish Residents","2008Q1","Business","Dublin","Thousand",""
"Number of Nights by Irish Residents","2008Q1","Business","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2008Q1","Business","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2008Q1","Business","South-East","Thousand",""
"Number of Nights by Irish Residents","2008Q1","Business","South-West","Thousand",""
"Number of Nights by Irish Residents","2008Q1","Visiting friends/relatives","State","Thousand","1592"
"Number of Nights by Irish Residents","2008Q1","Visiting friends/relatives","Border, Midland and Western","Thousand","469"
"Number of Nights by Irish Residents","2008Q1","Visiting friends/relatives","Border","Thousand",""
"Number of Nights by Irish Residents","2008Q1","Visiting friends/relatives","Midland","Thousand",""
"Number of Nights by Irish Residents","2008Q1","Visiting friends/relatives","West","Thousand",""
"Number of Nights by Irish Residents","2008Q1","Visiting friends/relatives","Southern and Eastern","Thousand","1123"
"Number of Nights by Irish Residents","2008Q1","Visiting friends/relatives","Dublin","Thousand",""
"Number of Nights by Irish Residents","2008Q1","Visiting friends/relatives","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2008Q1","Visiting friends/relatives","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2008Q1","Visiting friends/relatives","South-East","Thousand",""
"Number of Nights by Irish Residents","2008Q1","Visiting friends/relatives","South-West","Thousand",""
"Number of Nights by Irish Residents","2008Q1","Other reasons","State","Thousand","272"
"Number of Nights by Irish Residents","2008Q1","Other reasons","Border, Midland and Western","Thousand","97"
"Number of Nights by Irish Residents","2008Q1","Other reasons","Border","Thousand",""
"Number of Nights by Irish Residents","2008Q1","Other reasons","Midland","Thousand",""
"Number of Nights by Irish Residents","2008Q1","Other reasons","West","Thousand",""
"Number of Nights by Irish Residents","2008Q1","Other reasons","Southern and Eastern","Thousand","176"
"Number of Nights by Irish Residents","2008Q1","Other reasons","Dublin","Thousand",""
"Number of Nights by Irish Residents","2008Q1","Other reasons","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2008Q1","Other reasons","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2008Q1","Other reasons","South-East","Thousand",""
"Number of Nights by Irish Residents","2008Q1","Other reasons","South-West","Thousand",""
"Number of Nights by Irish Residents","2008Q2","All reasons for journey","State","Thousand","5380"
"Number of Nights by Irish Residents","2008Q2","All reasons for journey","Border, Midland and Western","Thousand","1739"
"Number of Nights by Irish Residents","2008Q2","All reasons for journey","Border","Thousand",""
"Number of Nights by Irish Residents","2008Q2","All reasons for journey","Midland","Thousand",""
"Number of Nights by Irish Residents","2008Q2","All reasons for journey","West","Thousand",""
"Number of Nights by Irish Residents","2008Q2","All reasons for journey","Southern and Eastern","Thousand","3641"
"Number of Nights by Irish Residents","2008Q2","All reasons for journey","Dublin","Thousand",""
"Number of Nights by Irish Residents","2008Q2","All reasons for journey","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2008Q2","All reasons for journey","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2008Q2","All reasons for journey","South-East","Thousand",""
"Number of Nights by Irish Residents","2008Q2","All reasons for journey","South-West","Thousand",""
"Number of Nights by Irish Residents","2008Q2","Holiday","State","Thousand","3159"
"Number of Nights by Irish Residents","2008Q2","Holiday","Border, Midland and Western","Thousand","940"
"Number of Nights by Irish Residents","2008Q2","Holiday","Border","Thousand",""
"Number of Nights by Irish Residents","2008Q2","Holiday","Midland","Thousand",""
"Number of Nights by Irish Residents","2008Q2","Holiday","West","Thousand",""
"Number of Nights by Irish Residents","2008Q2","Holiday","Southern and Eastern","Thousand","2219"
"Number of Nights by Irish Residents","2008Q2","Holiday","Dublin","Thousand",""
"Number of Nights by Irish Residents","2008Q2","Holiday","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2008Q2","Holiday","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2008Q2","Holiday","South-East","Thousand",""
"Number of Nights by Irish Residents","2008Q2","Holiday","South-West","Thousand",""
"Number of Nights by Irish Residents","2008Q2","Business","State","Thousand","388"
"Number of Nights by Irish Residents","2008Q2","Business","Border, Midland and Western","Thousand","177"
"Number of Nights by Irish Residents","2008Q2","Business","Border","Thousand",""
"Number of Nights by Irish Residents","2008Q2","Business","Midland","Thousand",""
"Number of Nights by Irish Residents","2008Q2","Business","West","Thousand",""
"Number of Nights by Irish Residents","2008Q2","Business","Southern and Eastern","Thousand","210"
"Number of Nights by Irish Residents","2008Q2","Business","Dublin","Thousand",""
"Number of Nights by Irish Residents","2008Q2","Business","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2008Q2","Business","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2008Q2","Business","South-East","Thousand",""
"Number of Nights by Irish Residents","2008Q2","Business","South-West","Thousand",""
"Number of Nights by Irish Residents","2008Q2","Visiting friends/relatives","State","Thousand","1420"
"Number of Nights by Irish Residents","2008Q2","Visiting friends/relatives","Border, Midland and Western","Thousand","445"
"Number of Nights by Irish Residents","2008Q2","Visiting friends/relatives","Border","Thousand",""
"Number of Nights by Irish Residents","2008Q2","Visiting friends/relatives","Midland","Thousand",""
"Number of Nights by Irish Residents","2008Q2","Visiting friends/relatives","West","Thousand",""
"Number of Nights by Irish Residents","2008Q2","Visiting friends/relatives","Southern and Eastern","Thousand","975"
"Number of Nights by Irish Residents","2008Q2","Visiting friends/relatives","Dublin","Thousand",""
"Number of Nights by Irish Residents","2008Q2","Visiting friends/relatives","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2008Q2","Visiting friends/relatives","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2008Q2","Visiting friends/relatives","South-East","Thousand",""
"Number of Nights by Irish Residents","2008Q2","Visiting friends/relatives","South-West","Thousand",""
"Number of Nights by Irish Residents","2008Q2","Other reasons","State","Thousand","414"
"Number of Nights by Irish Residents","2008Q2","Other reasons","Border, Midland and Western","Thousand","176"
"Number of Nights by Irish Residents","2008Q2","Other reasons","Border","Thousand",""
"Number of Nights by Irish Residents","2008Q2","Other reasons","Midland","Thousand",""
"Number of Nights by Irish Residents","2008Q2","Other reasons","West","Thousand",""
"Number of Nights by Irish Residents","2008Q2","Other reasons","Southern and Eastern","Thousand","238"
"Number of Nights by Irish Residents","2008Q2","Other reasons","Dublin","Thousand",""
"Number of Nights by Irish Residents","2008Q2","Other reasons","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2008Q2","Other reasons","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2008Q2","Other reasons","South-East","Thousand",""
"Number of Nights by Irish Residents","2008Q2","Other reasons","South-West","Thousand",""
"Number of Nights by Irish Residents","2008Q3","All reasons for journey","State","Thousand","10919"
"Number of Nights by Irish Residents","2008Q3","All reasons for journey","Border, Midland and Western","Thousand","3285"
"Number of Nights by Irish Residents","2008Q3","All reasons for journey","Border","Thousand",""
"Number of Nights by Irish Residents","2008Q3","All reasons for journey","Midland","Thousand",""
"Number of Nights by Irish Residents","2008Q3","All reasons for journey","West","Thousand",""
"Number of Nights by Irish Residents","2008Q3","All reasons for journey","Southern and Eastern","Thousand","7634"
"Number of Nights by Irish Residents","2008Q3","All reasons for journey","Dublin","Thousand",""
"Number of Nights by Irish Residents","2008Q3","All reasons for journey","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2008Q3","All reasons for journey","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2008Q3","All reasons for journey","South-East","Thousand",""
"Number of Nights by Irish Residents","2008Q3","All reasons for journey","South-West","Thousand",""
"Number of Nights by Irish Residents","2008Q3","Holiday","State","Thousand","8002"
"Number of Nights by Irish Residents","2008Q3","Holiday","Border, Midland and Western","Thousand","2150"
"Number of Nights by Irish Residents","2008Q3","Holiday","Border","Thousand",""
"Number of Nights by Irish Residents","2008Q3","Holiday","Midland","Thousand",""
"Number of Nights by Irish Residents","2008Q3","Holiday","West","Thousand",""
"Number of Nights by Irish Residents","2008Q3","Holiday","Southern and Eastern","Thousand","5852"
"Number of Nights by Irish Residents","2008Q3","Holiday","Dublin","Thousand",""
"Number of Nights by Irish Residents","2008Q3","Holiday","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2008Q3","Holiday","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2008Q3","Holiday","South-East","Thousand",""
"Number of Nights by Irish Residents","2008Q3","Holiday","South-West","Thousand",""
"Number of Nights by Irish Residents","2008Q3","Business","State","Thousand","333"
"Number of Nights by Irish Residents","2008Q3","Business","Border, Midland and Western","Thousand","128"
"Number of Nights by Irish Residents","2008Q3","Business","Border","Thousand",""
"Number of Nights by Irish Residents","2008Q3","Business","Midland","Thousand",""
"Number of Nights by Irish Residents","2008Q3","Business","West","Thousand",""
"Number of Nights by Irish Residents","2008Q3","Business","Southern and Eastern","Thousand","205"
"Number of Nights by Irish Residents","2008Q3","Business","Dublin","Thousand",""
"Number of Nights by Irish Residents","2008Q3","Business","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2008Q3","Business","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2008Q3","Business","South-East","Thousand",""
"Number of Nights by Irish Residents","2008Q3","Business","South-West","Thousand",""
"Number of Nights by Irish Residents","2008Q3","Visiting friends/relatives","State","Thousand","1888"
"Number of Nights by Irish Residents","2008Q3","Visiting friends/relatives","Border, Midland and Western","Thousand","657"
"Number of Nights by Irish Residents","2008Q3","Visiting friends/relatives","Border","Thousand",""
"Number of Nights by Irish Residents","2008Q3","Visiting friends/relatives","Midland","Thousand",""
"Number of Nights by Irish Residents","2008Q3","Visiting friends/relatives","West","Thousand",""
"Number of Nights by Irish Residents","2008Q3","Visiting friends/relatives","Southern and Eastern","Thousand","1231"
"Number of Nights by Irish Residents","2008Q3","Visiting friends/relatives","Dublin","Thousand",""
"Number of Nights by Irish Residents","2008Q3","Visiting friends/relatives","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2008Q3","Visiting friends/relatives","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2008Q3","Visiting friends/relatives","South-East","Thousand",""
"Number of Nights by Irish Residents","2008Q3","Visiting friends/relatives","South-West","Thousand",""
"Number of Nights by Irish Residents","2008Q3","Other reasons","State","Thousand","696"
"Number of Nights by Irish Residents","2008Q3","Other reasons","Border, Midland and Western","Thousand","349"
"Number of Nights by Irish Residents","2008Q3","Other reasons","Border","Thousand",""
"Number of Nights by Irish Residents","2008Q3","Other reasons","Midland","Thousand",""
"Number of Nights by Irish Residents","2008Q3","Other reasons","West","Thousand",""
"Number of Nights by Irish Residents","2008Q3","Other reasons","Southern and Eastern","Thousand","346"
"Number of Nights by Irish Residents","2008Q3","Other reasons","Dublin","Thousand",""
"Number of Nights by Irish Residents","2008Q3","Other reasons","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2008Q3","Other reasons","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2008Q3","Other reasons","South-East","Thousand",""
"Number of Nights by Irish Residents","2008Q3","Other reasons","South-West","Thousand",""
"Number of Nights by Irish Residents","2008Q4","All reasons for journey","State","Thousand","5271"
"Number of Nights by Irish Residents","2008Q4","All reasons for journey","Border, Midland and Western","Thousand","1612"
"Number of Nights by Irish Residents","2008Q4","All reasons for journey","Border","Thousand",""
"Number of Nights by Irish Residents","2008Q4","All reasons for journey","Midland","Thousand",""
"Number of Nights by Irish Residents","2008Q4","All reasons for journey","West","Thousand",""
"Number of Nights by Irish Residents","2008Q4","All reasons for journey","Southern and Eastern","Thousand","3658"
"Number of Nights by Irish Residents","2008Q4","All reasons for journey","Dublin","Thousand",""
"Number of Nights by Irish Residents","2008Q4","All reasons for journey","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2008Q4","All reasons for journey","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2008Q4","All reasons for journey","South-East","Thousand",""
"Number of Nights by Irish Residents","2008Q4","All reasons for journey","South-West","Thousand",""
"Number of Nights by Irish Residents","2008Q4","Holiday","State","Thousand","2157"
"Number of Nights by Irish Residents","2008Q4","Holiday","Border, Midland and Western","Thousand","715"
"Number of Nights by Irish Residents","2008Q4","Holiday","Border","Thousand",""
"Number of Nights by Irish Residents","2008Q4","Holiday","Midland","Thousand",""
"Number of Nights by Irish Residents","2008Q4","Holiday","West","Thousand",""
"Number of Nights by Irish Residents","2008Q4","Holiday","Southern and Eastern","Thousand","1442"
"Number of Nights by Irish Residents","2008Q4","Holiday","Dublin","Thousand",""
"Number of Nights by Irish Residents","2008Q4","Holiday","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2008Q4","Holiday","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2008Q4","Holiday","South-East","Thousand",""
"Number of Nights by Irish Residents","2008Q4","Holiday","South-West","Thousand",""
"Number of Nights by Irish Residents","2008Q4","Business","State","Thousand","427"
"Number of Nights by Irish Residents","2008Q4","Business","Border, Midland and Western","Thousand","126"
"Number of Nights by Irish Residents","2008Q4","Business","Border","Thousand",""
"Number of Nights by Irish Residents","2008Q4","Business","Midland","Thousand",""
"Number of Nights by Irish Residents","2008Q4","Business","West","Thousand",""
"Number of Nights by Irish Residents","2008Q4","Business","Southern and Eastern","Thousand","301"
"Number of Nights by Irish Residents","2008Q4","Business","Dublin","Thousand",""
"Number of Nights by Irish Residents","2008Q4","Business","Mid-East","Thousand",""
"Number of Nights by Irish Residents","2008Q4","Business","Mid-West","Thousand",""
"Number of Nights by Irish Residents","2008Q4","Business","South-East","Thousand",""
"Number of Nights by Irish Residents","2008Q4","Business","South-West","Thousand",""
