,review,sentiment
267,"John Thaw is a an excellent actor. I have to admit that I was impressed by his range in the role of a crusty old curmudgeon who reluctantly agrees to take in an evacuee from the streets of London (WWII time era).<br /><br />That being said, the film is also excellent. A very moving story with a satisfying ending. Some of the characters are a little underdeveloped (the school teacher in particular), but none of them are essential to the plot. Basically, the story is about the old man and the boy, and the film needs little else.",1
268,"""Tipping The Velvet"" is one of the modern day television productions that prove that some television can be just as good or even better(as this is) than what you see at your local theater. <br /><br />If you want to read the plot, read this and if you want other details skip down to the next paragraph. This is the unforgettable portrait of an unconventional young girl named Nan who works as a naive oyster girl,until she discovers her repressed homosexuality when she falls in love with a successful woman named Kitty who dresses as a male for her stage profession. The young girl soon joins the act as another male impersonator and they are a major hit. Soon the both of them embark on a tender affair. Kitty eventually becomes enveloped in a marriage of convenience and ravages young Nan's heart. From then on, Nan works as male impersonated prostitute to men looking to have sex with boys, then she becomes the private sex slave to the evil and sadomasochistic Diana where Nan experiences severe emotional abuse. When that ends badly, Nan is on the streets again where she recalls a young woman named Florence; a good-hearted socialist who had the true potential of being a wonderful partner. That's where Nan will discover the power of socialism and learn how to get back to fame. <br /><br />The region 1 transfer is of exceptional picture quality, there is a very good scene selection, an eloquent photo gallery and a fun interview between novelist Sara Waters and the film's writer Andrew Davies. <br /><br />The sets, costumes, cinematography and music are gorgeous. The acting, writing and directing are extremely strong and filled with realism, class and originality. I loved the film and the novel. Section III in the film is much different in the film than in the novel, because section III in the novel is great written down, but isn't screen material. I will be brave and say that I love the films interpretation of it much more. <br /><br />This breathtaking historical ingeniously combines Drama, Comedy, Erotica and Romance to vibrant perfection in a way that is both deeply moving and spiritually uplifting. For every mature and open-minded adult who has ever felt the pleasures, pains and power of falling in love and living life to it's fullest. A revolutionary production; an absolute must-see!",1
269,"I just watched this film 15 minutes ago, and I still have no idea what I just watched. Mainly I think it's a film about an internet S&M ""star"" of CD Roms that are about as realistic as flash cartoons online. She's murdered by someone, which causes her sister and a crack team of 2 FBI agents to investigate the death. The local homicide division of Big City, USA is also investigating, though most of his work comes by the way of oogling the CD ROMs which he claims are as realistic ""as the real thing"". I know. Wow.<br /><br />Michael Madsen is the only one in the film that has any kind of credits behind him. He's in the film for about 15 minutes, and half of that is him banging the main girl for seemingly no apparent reason. I won't even explain the ending, because quite frankly I can't make it out myself. But before the final scene, we're treated to a 3 or 4 minute montage of everything in the film. Honestly, they could have ran that then the final scene and it would have been the same effect with the cross eyed direction and all.<br /><br />All in all, stay away from this film. I got it because I love bad movies and I love Michael Madsen. I really could have used that 80 some minutes on something else and have been more satisfied. Like, playing that game with a knife where you jab at your hand repeatedly. That for 80 minutes would be much more entertaining.",0
270,"Just above the box i am typing in now, i was required to pick a number between 1 and 10, and rate this feature film. Unfortunately there is no option for a number less than zero, and i have to put something. If i had my choice i would just put nothing, no number, because there exist no digits that express the worthlessness of this movie.<br /><br />If you do decide to watch this film even after reading all of these horrible reviews, make sure there are no sharp or blunt objects in the area, this will help prevent you from trying to kill yourself in the middle of the film.<br /><br />I don't know how this film was released to the public, it should be locked up and guarded 24/7 somewhere in Fort Knox. I am angry that this film was even available for me to watch. I feel cheated by humanity, i had no idea humans could be this cruel. Stalin, Saddam and Hitler got nothing on this douche bag Cowell.<br /><br />Do not be fooled by the movie's cover. 1) There are no scarecrows, no one knows why there is a legit looking scarecrow on the front. 2)None of the characters on the back of case are even in the stinking movie! 3) The tag line says something about ""new moon, more victims"", there were no frigging victims no one even died. We don't know if the dam cop died, and i'm assuming the killer didn't die because it sounded like he was being hit over the head with a frigging whiffle ball bat.<br /><br />Do yourself a favor and stay away from this movie, it wasted about 4 hours of my life. That's right four, it took an hour for me to watch it (i fast forwarded thru the 4 minute zooming scenes that reveal nothing in the plot), i stared at the television for about an hour after it was over, contemplating my life and the direction it was heading after watching this crap, and then i began to cry for the next two hours because i know someone out there will unfortunately see this movie and there is nothing i can do to stop it.",0
271,"I have seen Dolemite and also (Avenging) Disco Godfather, two other fine works of the blaxploitation canon from our friend Rudy Ray Moore. But this film, The Human Tornado (aka Dolemite 2) will always hold a special place in my heart. For sheer goofiness, lack of skill in film production, and absolute enthusiasm (frankly a little too much), The Human Tornado cannot be topped.<br /><br />The opening scene sets the tone. Our old pal Dolemite is shacking up with a white woman, when some racist local cops raid the house for no good reason, and wouldn't you know it! The woman in bed with ol' Dole is none other than the sheriff's wife. Her cry when she sees him: ""He made me do it!"" Dolemite's cry: ""&$*@$ are you for real???"" Subtlety was never his strong point.<br /><br />Highlights? The cameo by a very young Ernie Hudson (of Ghostbusters fame), the continuity errors (characters looking one way in one shot, and another in the next, Dolemite's suit changing colors in every single shot of his nightclub act), and Queen Bee's demonic eyes in her first scene.<br /><br />But the real joy here is Rudy Ray Moore himself. Did the man really think he looked cool in this movie? I certainly don't know why, but you have to admire the sheer enthusiasm he has. Whether it be jumping totally naked off a cliff, or barking orders to his gang in rhyme (e.g: Quick! Into the cave! I have a plan to let that mother $*@(%& dig his own grave!) the man commits totally. Certainly he goes overboard, nevermore so than any time he's doing kung fu. The climactic battle is filmed at high speed, but occassionaly slows down to let Rudy pose and grits his teeth. I'm not sure if they wanted it too look like they sped up the film as an effect or if they really wanted us to believe he was that fast. In any event, ""The Matrix"" it is not.<br /><br />Human Tornado, much like the original Dolemite, is an incompetent film of enormous proportions. But at least it's fun, and certainly you have to give credit to these people for the effort. Just not that much. Enjoy with my hearty recommendations.",0
272,"I taped The Morrison Murders on Lifetime Movie network and I watched The Morrison Murders on Lifetime, Lifetime Movie network and on Courttv. Jonathan Scarfe and John Corbett did a great job of playing Luke and Walker Morrison. I am glad that Walker got his brother Luke to confess of murdering his parents and their brother Bobby. I enjoy watching True stories on Lifetime, Lifetime Movie network and on Courttv. The Morrison Murders is a good movie to watch. Next time The Morrison Murders is on Lifetime, Lifetime Movienetwork or Courttv I am going to watch The Morrrison Murders again because My favorite actor John Corbbett is in The Morrison Murders. I give The Morrison Murders a ten because it is a good movie about Walker who tries to find out who killed his parents and his brother Bobby and at the end Walker discovers it was his brother Luke who murdered his parents and his brother Bobby.",1
273,"Okay the promos promised a comedy and people(few) went to watch it Being the first release of 2006 is not a bad thing, or for that matter of any year, because the first and last films mostly flop except GHAJINI and some more<br /><br />Okay coming to JAWANI DIWANI<br /><br />Review in short The film is about Emraan Hashmi doing his usual stuff sadly it's annoying this time after repetitions It has an irritating Hrishita Bhatt and a flop Celina Jaitley<br /><br />Cringeworthy dialogues, comedy scenes and badly handled drama and lots of loopholes<br /><br />Direction is bad Emraan Hashmi is annoying here, luckily now he is coming of age But post FOOTPATH and MURDER and some decent work in some more films the actor in him took a backseat and directors focused on his kisses and womaniser image which sadly lost it's touch after repetitions Hrishita and Celina are bad Mahesh is horrible",0
274,"This film is about a couple that decides to take a vacation to The Everglades along with another couple and the family dog. When they first get there, they are not welcomed by the neighboring gas attendant that warms them to stay away from the cabin in which they are to spend the night at for the week. After pestering with the old man, three hillbillys also do not take kindly to their arrival as they approach their car and threaten them to leave. After asking some of the local dummies that can't speak or just don't want to answer, they finaly find the cabin. After they settle in, strange things happen to the visitors including discovering crap on their car, the man thats the head of this trip thats an idiot shoots the family dog thinking it was a killer clawing at the door and a series of deaths later on in the end. Adding a church group did not make the story any better. Then at the end, the idiot that survives the whole ordeal goes around the town carrying a shot gun. Lame. thats what this movie is.",0
275,"I wouldn't recommend this to anyone, except cinema-goers who like to laugh at a film, not with it.<br /><br />Quite a promising premise and set of actors get progressively worse over a film which ends with perhaps the worst ending ever seen in a film. I won't spoil it, but basically the most over-used set of movie cliches get done badly and half heartedly for the most disappointing last five minutes to any film, ever.<br /><br />The movie also includes the most cringe inducing scene ever, the attempt at on-screen chemistry between the two lead roles when we're presented with a close up of Angela Jolie stroking Denzel Washington's finger lovingly. It may be the only thing he could move, but quite why the viewer is treated to a zoom of Washington's finger getting stroked amidst the kind of dimmed lights and music appropriate for a sex scene is beyond me. I laughed out loud and shook my head.<br /><br />The direction of the storyline borrows heavily from Se7en, but here it is executed far more simplistically, and far too obviously. To call it a poor-mans Se7en would be an understatement, this really is nothing more than a made for TV movie and even Jolie and Washington's best efforts can't convince that this is a box office film.",0
276,"**SPOILERS** Looking for a little more excitement then seeing crocodiles being fed at the local game reserve sisters Grace and Pat, Diana Glenn & Maeve Dermody, together with Grace's boyfriend Adam, Andy Rodoreda, decide to take a trip upstream in the desolate and deserted, of human habitation, Australian Mangrove Swamps.<br /><br />With their swamp guide Jimmy, Ben Oxenbuld, at the helm of his motorized boat the four get upended by a giant saltwater crocodile who quickly grabs and drags a terrified Jimmy down to the bottom along with him. Grace Pat & Adam end up stranded on a tree in the swamp with Pat hanging on for dear life on the capsized boat. The rest of the film has the hungry and determined crocodile play a cat and mouse, or crock' and human, game with the trio that ends in a showdown at a mud bank just where the dead and dismembered body of jimmy finally came to it's rest.<br /><br />Both the director and actors in the film take full advantage of the swamp making it at times far more scary then the giant crocodile swimming in it. We get to see the killer crocodile just about a half dozen times in the movie but everyone of them hits you, and Jimmy Grace Pat & Adam, right in the gut.<br /><br />Alway there were kept in suspense by the giant reptile always doing his damage from beneath that comes so unexpectedly that it, the crock attacks, has far more effect when you don't see them coming then, like in the last ten minutes of the movie, when you do. You wonder right from the start who in the end would survive the crocodile attacks and eventually live to tell about them. The ending with the crocodile vrs human confrontation was about the weakest and most unrealistic part in the film. <br /><br />The crocodile who was both so cagey and effective in the earlier scenes seemed to have punched, or swam, himself out not having either the strength or speed to grab, with his deadly jaws, and finish off the sole survivor of the expedition. In fact the killer crock was so ineffective that even after he gabbed his victim, or victims, he just couldn't hold on to them. This in the end turned out to be fatal on his part.<br /><br />A lot like ""Jaws"" the film ""Black Water"" has the killer crocodile, like the great White Shark in ""Jaws"", more interested is killing his human prey then eating them. With all the food available in the swamp and rivers that he inhabited the crocodile was only after the quartet, Grace Pat Adam & Jimmy, for invading his watery domain that he felt was the grand ruler of. And for daring to do that they were to pay with their lives!",1
277,"Annie's wig does not look good. she is not cute and pretty enough to play Annie. Annie sticks out in the movie, as her outfits look like Halloween costumes. terrible acting and terrible plots. This movie is such a change from the 1982 version. I think that a younger and smaller girl should have had the lead role. Ashley Johnson portrays a very boyish Annie. Not appealing at all. At least the casting director got it right with Daddy Warbucks. Ms. Hannigan was also miscast. Camilla Belle played Molly alright. ""Warning"" this movie might insult your IQ so you might just want to only show it to very young children. 8 and younger. Some of the plots are too fictional and could hardly take place in the real world.",0
278,"""Cherry"" tells of a naive, unmarried virgin who decides to have a baby but isn't quite sure how to go about it. This easy going little sleeper is full of quirky characters and tongue-in-cheek situational humor. Fresh, fun, mold breaking stuff, I happened to really enjoy this flick...for whatever that's worth. Recommended for lovers of romantic comedy who want something different.",1
279,"I have to totally disagree with the other comment concerning this movie. The visual effects complement the supernatural themes of the movie and do not detract from the plot furthermore I loved how this move was unlike Crouching Tiger because this time the sword action had no strings attached and most of the time you can see the action up close.<br /><br />I think western audiences will be very confused with 2 scenes one of which involves a monk trying to burn himself alive and the other concerning the villagers chanting that it is the end of the world. The mentioned scenes are derived from certain interpretations of Mahayana Buddhist text (Mahayana Buddhism can be found in China, Korea and Japan) and the other scene deals with a quirk in the Japanese calendar...people back then really thought that the world would come to an end... Gojoe has the action, story and visuals to mesmerize any viewer. I strongly believe that with some skillful editing it can be sold in the U.S. My one complaint is in the last fight scene (I can't give anything away--sorry).",1
280,"Thirty years after the 1939 classic film won Robert Donat an Oscar and made Greer Garson a star, ""Goodbye, Mr. Chips"" overcame a multitude of problems before stumbling to the screen in this musical version. Original stars Rex Harrison and Samantha Eggar were replaced by Richard Burton and Lee Remick, who in turn were given the heave-ho in favor of - thankfully - Peter O'Toole and Petula Clark. Andre Previn's score was rejected, and the one eventually used was composed by - unfortunately - Leslie Bricusse. First-time director Herbert Ross was handed the monumental task of transforming a simple love story - that of a man for both his wife and students - into a big-budget extravaganza. That it succeeds as well as it does despite the many obstacles in its way is a testament to its two stars.<br /><br />Arthur Chipping is a Latin teacher at Brookfield, a boys' school in suburban England where he himself was educated. Introverted and socially inept, he is dedicated to his students but unable to inspire them. Prior to summer holiday, a former student takes him to a London music hall to see an entertainment starring Katharine Bridges, the young lady he hopes to wed. The post-performance meeting is awkward for all, and Chips - as he is commonly known - sets off to explore some of Italy's ancient ruins. Unexpectedly, he runs into Katharine, who has booked a Mediterranean cruise to allow her time to mourn a failed love affair and ponder the direction of her career. In the time they spend together, she discovers a kind and gentle man beneath the befuddled exterior, and upon returning to London pursues him in earnest. When the fall term begins, Chips returns to Brookfield with his young bride, and the two settle into a life of quiet domesticity. Complications arise when aspects of Katharine's past surface, and again when World War II intrudes in their lives, but Chips is bolstered by his wife's support, and his new-found confidence makes him a favorite among the students.<br /><br />Aside from a couple of musical interludes - the delightful music hall production number ""London is London"" and Katharine's declaration of love, ""You and I"" - most of Bricusse's songs, some of them performed in voice-over as the characters explore their emotions, are easily forgettable and in no way enhance the film. Eliminate the score entirely, and ""Goodbye, Mr. Chips"" works quite well as a drama. Terrence Rattigan's script retains elements of the original while expanding upon it and updating it by a couple of decades. He has crafted several scenes between Chips and Katharine that beautifully delineate their devotion to each other, and infused a few with comic relief courtesy of Katharine's friend and cohort, over-the-top actress Ursula Mossbank (delightfully played by Sian Phillips, O'Toole's real-life wife at the time). He also captures life at a British public school - the equivalent of a private academy here in the States - with unerring perfection.<br /><br />Ross does well as a first-time director, liberally sprinkling the film with breathtakingly photographed moments - the opening credits sequence, during which the school anthem echoes in the vast stone hallways of the school, perfectly sets the tone for the film. Costumes and sets are true to the period. The students, portrayed by non-professionals who were enrolled at the school used as Brookfield, handle their various small supporting roles well.<br /><br />Highest praise is reserved for Peter O'Toole and Petula Clark in the lead roles. O'Toole was long-established as a first-class dramatic actor, so his Academy Award-nominated performance here comes as no surprise. Clark, a veteran of some two dozen B-movies in the UK and the previous year's ""Finian's Rainbow,"" is absolutely luminous as the music hall soubrette who forsakes a theatrical career in favor of life as a schoolmaster's wife. Her golden voice enriches her songs and almost allows us to overlook how insipid most of them are, and she more than matches O'Toole in their dramatic scenes together. The chemistry between the two is palpable and leaves us with no doubt that this is a couple very much in love.<br /><br />This version of ""Goodbye, Mr. Chips"" is no classic like its predecessor, but hardly the disaster many critics described when it was released. Ignore the score, concentrate on the performances, and revel in the atmosphere Ross has put on the screen. It's a pleasant way to spend a rainy afternoon with someone you love.",1
281,"As with all of Angelopoulos' films, ""The Suspended Step of the Stork"" implicitly demands a close and intimate participation on the part of the viewer, a fact that has certainly contributed to the limited popularity of his work. Dialogues are sparing, with no monologues or exchanges exteriorizing the characters' inner conflicts, doubts, or feelings. The filmmaker prefers to keep the viewers away from their own emotional responses, and instead forces them to explore and study the characters' identities for themselves. As a result, the acting is understated and implicit, as opposed to overt and explicit.<br /><br />The action scenes are set between long intervals of contemplation, where the viewer is asked to become a participant, to participate as an actor, by probing his or her own psyche. As in a novel, where the drama rests entirely on the author's writing to provide a template where the reader's imagination and/or past experience flourish, Angelopoulos' drama rests within his images: his uses of the long shots, the long takes, the leisurely pacing, the sparing dialogues that have become his trademark, inviting the viewer to experience the film from his or her personal perspective. Angelopoulos uses silence to capture moments of high intensity, reverting to the non-verbal language of gestures, gazes, sounds, and music, when he believes that words can only take us so far.<br /><br />The music, by Angelopoulos' long time collaborator, Eleni Karaindrou, provides more than just a discreet background, but becomes itself a dramatic element of the story. A large part of the film consists of exterior shots in subtle, subdued colors, recorded in a drab winter light. Angelopoulos presents us with an ""other Greece,"" one far different from the Greece of the tourist brochures, with ethereal blue skies and emerald seas, drowned in an eternal sunshine. Here, the skies are covered and gray, the air is cold and misty, and the sands of the pristine beaches have been replaced by the trampled, dirty snow of the village streets. Angelopoulos' genius through Arvanitis' camera is on display throughout the film.<br /><br />""The Suspended Step of the Stork"" is above all else a political statement aimed at the socio-political situation in the Balkans at the end of the twentieth century. It is deeply concerned with the meaning of ""borders,"" and with those who are the victims of the confusion between nations. In the ""waiting room"" facing the Albanian border, the refugees, political or other, outcast by the rest of humanity, wait. They may be stuck against a political border, but unfortunately they still carry with them, and hang on, deeper ancestral borders: those of the languages, of the customs, and of the races. Although Angelopoulos' political views are well known, the film steers clear of any political discourse regarding the causes of the refugees' plights. In the process, Angelopoulos forces us to meditate on the concepts of geographical, cultural, political, and personal ""borders."" <br /><br />Angelopoulos considers himself a historian of twentieth century Greece, and he likes to bring lessons from the Hellenic myths into his discussions. In this film, he does some border crossing himself between the Greek and Italian cultures, drawing from a combined Homeric and Dantesque tradition of Odysseus' travel. Alexander is a Telemachus, in search of a story about an aging Greek politician/Odysseus who disappeared, never to be heard of again. This political man, a brilliant orator, unexpectedly and inexplicably left the comfort of his bourgeois existence, his wife, and his brilliant career, to live anonymously in a refugee camp with the lowest of the low. He became a poet in exile wondering how to change the world. Of course, the ""politician"" is not Alexander's father, but the ""politician"" stands before Alexander like a father figure/Odysseus. As with Homer's Telemachus, Alexander grows as a person during his odyssey.<br /><br />Of course, it would be wrong to try and see in the film a retelling of Homer's Odyssey in a contemporary context. Angelopoulos draws on Odysseus's travels only as structuring and thematic elements for his film. In Angelopoulos' ending, ""Odysseus"" is more like the Dante's Odysseus: he does not leave for Ithaca but goes on, ""carrying a suitcase."" And Alexander/Telemachus is ""suspended"" between returning to his home and his career, or embarking on a voyage to ""somewhere else."" He states as much, in a voice-over at the beginning of the film, paraphrasing few lines from Dante's ""Inferno"": ""And don't forget that the time for a voyage has come again. The wind blows your eyes far away."" <br /><br />Finally, although Angelopoulos is not a religious person, there is a Greek Orthodox religious theme introduced during the film in the form of the yellow-suited linesmen, who go around bettering things for their fellow human beings by reconnecting communications, and also the Christ-like figure of the ""politician."" In the final scene, these men in yellow demonstrate once more the Byzantine iconography's influence in Angelopoulos' work. They appear like ""stylites,"" religious figures found in the Orthodox tradition, solitary and fervent men who took up their abode upon the tops of pillars, in a form of asceticism.<br /><br />The film ends without a resolution as to the true identity of the character played by Mastroianni. Angelopoulos does not give us any clues, and the wife's statement, ""It's not him,"" is far from convincing and left ambiguous enough. The important question of the film is not whether he is or is not the vanished politician, but that he could be the politician. But the film still ends on an optimistic note. Whereas the wires strung from pole to pole run only along the river, and thus communications across the border are still not possible, and it remains impenetrable, we note that this final scene is taken from a point of view across the river: the camera has crossed the border, and the reverse tracking shot is inviting Alexander and the viewer to follow beyond the boundary. On this account, Angelopoulos gives us hope that somehow, some of the borders will eventually crumble.",1
282,"First of all, let me comment that the audience LOVED it from the first moment. Perhaps current events in the Middle-East led people to take the attitude, ""I came for a comedy and by George I'm going to enjoy it."" but for whatever reason, everybody seemed really into the comedy of it. The last few times Woody has tried to do a straight comedy (Small Time Crooks, Curse of the Jade Scorpion, Hollywood Ending) I've felt like the one-liners felt strained and a bit antiquated. I remember thinking at one point, ""That would have been funny in the early sixties."" So going in to this movie, I was afraid Woody was becoming tone deaf, however, in this one his comic sensibilities were in perfect tune. Admittedly, there were plenty of my fellow AARP card carrying folks in the screening, but there were also plenty of 20-somethings and 30-somethings as well, and they all seemed to get it and give up the occasional belly laugh in addition to numerous guffaws, chuckles and the like. In many instances, the throw-aways had people laughing so loud you missed the next line.<br /><br />Thematically, Woody was traipsing familiar ground. As I suspected from the trailer, this film had a lot of Manhattan Murder Mystery in it, but then again, there was more than a smidgen of Oedipus Wrecks (New York Stories), Alice, and even a little tribute to Broadway Danny Rose at the very beginning.<br /><br />Even with Woody in the movie, Scarlett, as Sondra, was, at times the Woody-proxy, but her character was far from the Nebbish that, say, Will Ferrell gave us in Melinda and Melinda or Kenneth Branaugh attempted in Celebrity. Instead of archetypal ticks and quirks, Sondra's nerdishness comes directly from the family history which she shares early on. On numerous occasions the ""family business"" leads her to malapropisms that we get as an audience, while the characters on the screen can only perceive them as strange non-sequiturs. Since we are all in on the joke, we can't help but laugh. But the laughs don't come from recognizing the Woody nebbish, but truly from the character. To a great extent, unlike Farrell, Branaugh, Cusack or even Mia Farrow before her, Scarlett is not required to use the Woody voice to evoke the Woody role. Thus, we don't find ourselves ripped out of the narrative as a Woody's voice suddenly emerges from someone else' face.<br /><br />As my friend commented on the way out, Sid, the character played by Woody, is a supporting role, but more center-stage than I was hoping going in. However, this time Woody seems to have written a character that truly fits his current persona. Unlike his Ed Dobel sage character in Anything Else, or his blind director in Hollywood Ending, this time the character is a comfortable fit. Perhaps more importantly, this time the character works in the story. Within the elevated circles they find themselves in, he is even more fish-out-of-water than Scarlett, which is used to great comedic effect throughout. Sid is a declining, itinerant magician playing to small audiences, but the fact that he is from another era is placed front and center for our enjoyment.<br /><br />But what about Jackman? What about Ian (Swearengen) McShane? I liked both of them to the extent that they are used in the piece. I particularly liked McShane's short but effective turns. Jackman is charming with the ease of ""Old Money"" that was so often portrayed in films from 50 years ago. (Class echoes from Purple Rose of Cairo?)<br /><br />So what did I think? Short answer, maybe his best straight comedy since 1994's Bullets Over Broadway. Less stylized than Mighty Aphrodite. Less caustic than Deconstructing Harry. Less forced than Small Time Crooks or Hollywood Ending. Woody has finally found a comic voice that works in the 21st century.",1
283,"Okay guys, we know why we watch film like ""The Invisible Maniac"" (just look at the cover, man!). T and A all over the place (with a lot more T than A). But...shouldn't there be a story to go with it?<br /><br />""C'mon,"" I can hear you say - ""this is just girls gettin' naked! Who needs a story??!""<br /><br />Well, if this were called ""The NAKED Maniacs"", I wouldn't have a problem. But since these guys are cribbing from ""The Invisible Man"", they need to have a bit of story hereabouts, you know, to keep your mind busy.<br /><br />However, all they can muster up is how this crazy doctor creates an invisibility serum and, when he cracks, uses it to spy on naked women and ends up killing a lot of teenagers. And when you see the smarmy-looking teenagers he goes after, you'll be grateful.<br /><br />One star, for the T and A, but there's a little too much gore for you skin fans, so proceed with caution.<br /><br />TIDBIT - yes, it's THAT Savannah.",0
284,"A longtime fan of Bette Midler, I must say her recorded live concerts are my favorites. Bette thrills us with her jokes and brings us to tears with her ballads. A literal rainbow of emotion and talent, Bette shows us her best from her solid repertoire, as well as new songs from the ""Bette of Roses"" album. Spanning generations of people she offers something for everyone. The one and only Divine Diva proves here that she is the most intensely talented performer around.",1
285,"Highly memorable, intelligent and suspenseful movie from one of French movies' true geniuses, the formidably able Henri Verneuil. The plot is an exact parallel of the JFK assassination, and takes place in a non-descript, fictional country. The film, visually as well as plot-wise, is razor-sharp. Shot with meticulous precision, it follows Henry Volnay, the Procuror who takes on himself to unravel the coup. In many ways, it's a very disturbing movie, not the least for the cold and analytical precision of its comment on a so-called modern state's inner workings. The atmosphere and characters are all utterly believable, and Verneuil left nothing to chance in its tight plotting. On another level, this relatively little-known movie just had a 15 years head-start on Oliver Stone, who was acclaimed for the ""JFK"" movie, a inferior film in many areas, the least of which not being credibility...<br /><br />It's a masterpiece, any cinema lover should see it, preferably in its original French version with subs.",1
286,"I gave this film a 2 mostly because it does actually have an ok cast but the film itself is just so (insert unusually rude word beginning with the sixth letter of the alphabet)-ing pointless that I felt bad that at the time I voted for it its lowest vote was a three.<br /><br />Very predictable plot....two nare-do-well musicians have no money and plenty of money problems. However when a friend leaves a bag full of money (that belongs to drug dealers) in their care they of course spend it and then the ""fun"" begins.<br /><br />Not an original idea in this whole film.",0
287,"Morte a Venezia is one of my favorite movies. More than beautiful, it's really sublime. It gives you important aesthetic experiences, it's a masterpiece. I also recommend the novel. Luchino Visconti is a genius.",1
288,"Saturday June 3, 6:30pm The Neptune<br /><br />Monday June 5, 4:30pm The Neptune<br /><br />Few celebrations of ethnic and cultural identity succeed as mightily as Carlos Saura's brilliant interpretation of Isaac Albeniz' masterpiece Iberia Suite. At the approach of its centennial, Saura drew together an unprecedented wealth of talent from the Spanish performing arts community to create this quintessential love song to their homeland. The twelve ""impressions"" of the suite are presented without narrative in stark surroundings, allowing the power of each performance to explode before Saura's camera. Creative use of large flats and mirrors, moved throughout the set, combined with screens, shadows, fire, rain and rear projection add glorious dramatic effects to the varied selections of song, dance and instrumental performance. Photographs of Albeniz reappear throughout the program, connecting the passion of the music to its great creator. Saura encompasses all Spaniards on his stage from the beautiful elegance of elderly flamenco dancers in traditional costume to children joyously dancing with their instructors.",1
289,"I do not see what is the whole deal about this movie. Patricia Kaas sings, yes, and that makes the film charming, but singing is not enough. I mean, if you want to get all benefits of this one, go buy Patricia's CD and enjoy! The plot is simple (if to omit the ""dreams""); the main characters seem to love each other instantly, and as well instantly forget their other acquaintances. Relationships appear almost ""mandatory"", and the little ""detective story"" thrown in just makes things worse. What at first appeared to be a perfect movie ending, is first screwed up and then comes out as just a dream. I measure movies by how well I would remember them, and for this one, I already started to forget the details.",0
290,"Three Stooges - Have Rocket, Will Travel - 1959 This was the first feature length film to star the Stooges and it is pretty bad. It makes THE THREE STOOGES GO AROUND THE WORLD IN A DAZE (from 1963) look like a masterpiece.<br /><br />The Stooges are janitors at a rocket place. They climb into a rocket and it goes to Venus. They meet some stuff there including a talking unicorn they call ""Uni"" which they bring back to Earth with them. ""Uni"" speaks like an average, pleasant person - 'Oh, hello. How are you? Lovely planet here. Hope you like it.' Hilarious.<br /><br />Very few gags and so many of the scenes just go on and on and on.<br /><br />The Stooges arrive back from space and the film is over as far as the story goes, but no one told that to the film makers for the picture continues for another 10 minutes or so at a party where nothing much happens. The Stooges leave the party and then the film is almost over.<br /><br />High point of the film - the end where the Stooges sing a dapper little song about their journey. The Larry and Curly Joe hit Moe in the face with two pies. Brutal.<br /><br />Another writer mentioned the fine musical score. Huh? The only music I even noticed were two classic tunes - I'LL TAKE ROMANCE and THERE GOES THAT SONG AGAIN, both of which are played at the party. And *that* really is the high point of the picture - music from old Columbia films.<br /><br />The tall sexy blonde was nice.<br /><br />Awful - a brand new VHS video from the 99 Cents Only store.",0
291,"Now please don't start calling me names like, ""unpatriotic"" , ""weirdo"" and more .<br /><br />The very length of this movie (4 hours .. !!!) is its biggest mistake . No editing at all - seems like J.P. Dutta fell in love with his project too much . Even Lagaan was 4 hours long - but it was entertaining and gave a message as well .<br /><br />It's based on true incidents and real people . Kudos to it , but were the repetitive war scenes really needed ? On top of it the focus constantly shifted from one battalion / squadron to another and it was impossible to keep a track of them all .<br /><br />Between the skirmishes , there were songs about loneliness , lovesickness and related stuff . There were chummy conversations . In the beginning it gave some relief from the violence but became so monotonous later that one could even correctly predict nature of the forthcoming talk .<br /><br />Why were the soldiers walking around as if they were lions in jungle , fully unaware that enemy was lurking somewhere near? And when they were shot , it elicited sympathy but it seemed unmindful of them to be so cocksure of their safety in the first place .<br /><br />Music was melodious and the lyrics were soulful but did not fit with the movie . Better to listen to them on the soundtrack rather than in the movie .<br /><br />Acting was the saving grace : From seasoned veterans like Sanjay Dutt and Ajay Devgan , to relative newbies like Abhishek Bachchan and Akshaye Khanna , everyone acted like a pro . Manoj Bajpai and Ashutosh Rana deserve a special mention for lightening up the mood whenever necessary .<br /><br />Dialogues ranged from brilliant (""From Madhuri .. with Love!!"") to illogical / monotonous (""Pakistan se zyada musalman Hindusthan mein hain"") . And the expletive spree consisting of all the MCs , BCs , Cs and F-words wasn't really required . <br /><br />LOC Kargil attempts to provide a fitting tribute to the brave Indian soldiers , but tries too hard and ultimately fails . Indian soldiers surely deserve a better tribute .",0
